en;ru;kk;translation_key;is_preload
РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];ps_full_82;0
РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];ps_full_83;0
РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];ps_full_84;0
Астана ЕРЦ;Астана ЕРЦ;Астана ЕРЦ;ps_full_85;0
УК тепловые сети; УК тепловые сети; УК тепловые сети;ps_full_86;0
ТОО Карагандыжылусбыт";ТОО "Карагандыжылусбыт";ТОО "Карагандыжылусбыт";ps_full_87;0
Тауекел-Т;Тауекел-Т;Тауекел-Т;ps_full_88;0
Тауекель-Н-Алгабас;Тауекель-Н-Алгабас;Тауекель-Н-Алгабас;ps_full_89;0
Жетісу газ кубыры;Жетісу газ кубыры;Жетісу газ кубыры;ps_full_90;0
Кызылордатеплоэлектроцентр;Кызылордатеплоэлектроцентр;Кызылордатеплоэлектроцентр;ps_full_91;0
ЕПД АРЦ Алматы газ;ЕПД АРЦ Алматы газ;ЕПД АРЦ Алматы газ;ps_full_92;0
ТОО Рудненский Водоканал; ТОО Рудненский Водоканал; ТОО Рудненский Водоканал;ps_full_93;0
ТОО «Шыгысэнерготрэйд»;ТОО «Шыгысэнерготрэйд»;ТОО «Шыгысэнерготрэйд»;ps_full_94;0
РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];ps_full_95;0
Согринская ТЭЦ АЭС;  Согринская ТЭЦ АЭС;  Согринская ТЭЦ АЭС;ps_full_96;0
ПавлодарЭнергоСбыт ЕРЦ;  ПавлодарЭнергоСбыт ЕРЦ;  ПавлодарЭнергоСбыт ЕРЦ;ps_full_97;0
ТОО "Шахтинсктеплоэнерго";ТОО "Шахтинсктеплоэнерго";ТОО "Шахтинсктеплоэнерго";ps_full_98;0
ТОО "Павлодар-водоканал";ТОО "Павлодар-водоканал";ТОО "Павлодар-водоканал";ps_full_99;0
Батыс Энерго Ресурсы;Батыс Энерго Ресурсы;Батыс Энерго Ресурсы;ps_full_100;0
РЦКУ Шымкент;РЦКУ Шымкент;РЦКУ Шымкент;ps_full_101;0
ОҢАЙ – Транспортная карта г.Алматы;ОҢАЙ – Транспортная карта г.Алматы;ОҢАЙ – Транспортная карта г.Алматы;ps_full_102;0
ТОО «САПАР» (www.avokzal.kz);ТОО «САПАР» (www.avokzal.kz);ТОО «САПАР» (www.avokzal.kz);ps_full_103;0
E-gov (Электронное правительство)*;E-gov (Электронное правительство)*;E-gov (Электронное правительство)*;ps_full_104;0
Оплата штрафов ПДД (г.Алматы)*;Оплата штрафов ПДД (г.Алматы)*;Оплата штрафов ПДД (г.Алматы)*;ps_full_105;0
Оплата штрафов ПДД (РК)*;Оплата штрафов ПДД (РК)*;Оплата штрафов ПДД (РК)*;ps_full_106;0
Mamba.ru;Mamba.ru;Mamba.ru;ps_full_107;0
Lava-Online, ;Lava-Online, ;Lava-Online, ;ps_full_108;0
Дозоры,; Дозоры,; Дозоры,;ps_full_109;0
[AtomFishing] Сервер Экстрим, ;[AtomFishing] Сервер Экстрим, ;[AtomFishing] Сервер Экстрим, ;ps_full_110;0
[AtomFishing] Сервер Возвращение, ;[AtomFishing] Сервер Возвращение, ;[AtomFishing] Сервер Возвращение, ;ps_full_111;0
Xcraft.ru,;Xcraft.ru,;Xcraft.ru,;ps_full_112;0
GameXP,;GameXP,;GameXP,;ps_full_113;0
The War Z, ;The War Z, ;The War Z, ;ps_full_114;0
Battle of Immortals, ;Battle of Immortals, ;Battle of Immortals, ;ps_full_115;0
Территория 2, ;Территория 2, ;Территория 2, ;ps_full_116;0
Последний предел,; Последний предел,; Последний предел,;ps_full_117;0
Tanki online, ; Tanki online, ; Tanki online, ;ps_full_119;0
Bloody World, ; Bloody World, ; Bloody World, ;ps_full_120;0
Gamenet,;Gamenet, ;Gamenet, ;ps_full_121;0
One World, ;One World, ;One World, ;ps_full_122;0
Садовая империя, ;Садовая империя, ;Садовая империя, ;ps_full_123;0
Лордмансер, ;Лордмансер, ;Лордмансер, ;ps_full_124;0
Zzima.com,; Zzima.com,; Zzima.com,;ps_full_125;0
Поднебесье, ;Поднебесье, ;Поднебесье, ;ps_full_126;0
Murclub.ru, ; Murclub.ru, ; Murclub.ru, ;ps_full_127;0
Осада Онлайн, ;Осада Онлайн, ;Осада Онлайн, ;ps_full_128;0
Silkroad Online, ;Silkroad Online, ;Silkroad Online, ;ps_full_129;0
Kw.rambler.ru, ;Kw.rambler.ru, ;Kw.rambler.ru, ;ps_full_130;0
Моя деревня, ;Моя деревня, ;Моя деревня, ;ps_full_131;0
My lands, ;My lands, ;My lands, ;ps_full_132;0
Варвары, ;Варвары, ;Варвары, ;ps_full_133;0
JagPlay, ;JagPlay, ;JagPlay, ;ps_full_134;0
Mgates, ;Mgates, ;Mgates, ;ps_full_135;0
Войны мафии, ;Войны мафии, ;Войны мафии, ;ps_full_136;0
Острова, ;  Острова, ;  Острова, ;ps_full_137;0
Peredovaya, ;Peredovaya, ;Peredovaya, ;ps_full_138;0
Звездные бои,;Звездные бои,;Звездные бои,;ps_full_139;0
Гарена, ;Гарена, ;Гарена, ;ps_full_140;0
Королевство;Королевство;Королевство;ps_full_141;0
Ганджубасовые войны;Ганджубасовые войны;Ганджубасовые войны;ps_full_142;0
Carnage;Carnage;Carnage;ps_full_143;0
11х11 футбольный Менеджер;11х11 футбольный Менеджер;11х11 футбольный Менеджер;ps_full_144;0
Sky2Fly;Sky2Fly;Sky2Fly;ps_full_145;0
Герои войны и денег;Герои войны и денег;Герои войны и денег;ps_full_146;0
U.N.I.T.;U.N.I.T.;U.N.I.T.;ps_full_147;0
NeverLands;NeverLands;NeverLands;ps_full_148;0
Гладиаторы;Гладиаторы;Гладиаторы;ps_full_149;0
BananaWars;BananaWars;BananaWars;ps_full_150;0
Overkings;Overkings;Overkings;ps_full_151;0
Haddan;Haddan;Haddan;ps_full_152;0
Грани реальности;Грани реальности;Грани реальности;ps_full_153;0
Xsolla;Xsolla ;Xsolla ;ps_full_154;0
VK реклама;VK реклама;VK реклама;ps_full_155;0
Steam (M);Steam (M);Steam (M);ps_full_156;0
World of Tanks (M);World of Tanks (M);World of Tanks (M);ps_full_157;0
ТОО «Букмекерская контора «OLIMP KZ»;ТОО «Букмекерская контора «OLIMP KZ»;ТОО «Букмекерская контора «OLIMP KZ»;ps_full_158;0
Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);ps_full_159;0
ТОО Букмекерская контора Гол+Пас;ТОО Букмекерская контора Гол+Пас;ТОО Букмекерская контора Гол+Пас;ps_full_160;0
Альпари;Альпари;Альпари;ps_full_161;0
e-KZT;e-KZT;e-KZT;ps_full_162;0
ТОО «Редпрайс» (www.chocolifeme.kz);ТОО «Редпрайс» (www.chocolifeme.kz);ТОО «Редпрайс» (www.chocolifeme.kz);ps_full_163;0
ТОО "БиСмарт" (besmart.kz);ТОО "БиСмарт" (besmart.kz);ТОО "БиСмарт" (besmart.kz);ps_full_164;0
ТОО Мир купонов;ТОО Мир купонов;ТОО Мир купонов;ps_full_165;0
Flora Express;Flora Express;Flora Express;ps_full_166;0
LR Health and Beauty Systems;LR Health and Beauty Systems;LR Health and Beauty Systems;ps_full_167;0
ShopInfo.kz;ShopInfo.kz;ShopInfo.kz;ps_full_168;0
ТОО «INFOSMS.KZ»;ТОО «INFOSMS.KZ»;ТОО «INFOSMS.KZ»;ps_full_169;0
ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ps_full_170;0
Газета Автомания;Газета Автомания;Газета Автомания;ps_full_171;0
Газета Из рук в руки;Газета Из рук в руки;Газета Из рук в руки;ps_full_172;0
Газета Работа Сегодня;Газета Работа Сегодня;Газета Работа Сегодня;ps_full_173;0
ТОО «ЭВБИКА»;ТОО «ЭВБИКА»;ТОО «ЭВБИКА»;ps_full_174;0
ТОО «Прометей-Б»;ТОО «Прометей-Б»;ТОО «Прометей-Б»;ps_full_175;0
ТОО «Жедел-Сақшы»;ТОО «Жедел-Сақшы»;ТОО «Жедел-Сақшы»;ps_full_176;0
Жедел Кузет ;Жедел Кузет ;Жедел Кузет ;ps_full_177;0
ТОО Кузет-Моторс;ТОО Кузет-Моторс;ТОО Кузет-Моторс;ps_full_178;0
ТОО Кузет-Техмонтаж;ТОО Кузет-Техмонтаж;ТОО Кузет-Техмонтаж;ps_full_179;0
OLX.kz;OLX.kz;OLX.kz;ps_full_180;0
ТОО "Орифлэйм";ТОО "Орифлэйм";ТОО "Орифлэйм";ps_full_181;0
AVON;AVON;AVON;ps_full_182;0
ТОО "Фаберлик - Казахстан";ТОО "Фаберлик - Казахстан";ТОО "Фаберлик - Казахстан";ps_full_183;0
Mary Kay Kazakhstan;Mary Kay Kazakhstan;Mary Kay Kazakhstan;ps_full_184;0
ИС Параграф;ИС Параграф;ИС Параграф;ps_full_185;0


КЦМР;КЦМР;КЦМР;kcmr;0
КЦМР;КЦМР;КЦМР;kcmr_full;0
On processing;На обработке;На обработке;document.state.AcceptedInABS;0
On processing;На обработке;На обработке;document.state.AcceptedInRBS;0
On processing;На обработке;На обработке;document.state.SentToRBS;0
Document executed;Документ исполнен;Документ исполнен;document.state.Executed;0
Document revoked;Документ отозван;Документ отозван;document.state.Revoked;0
Refusal from Bank's ABIS;Отказ от АБИС Банка;Отказ от АБИС Банка;document.state.Refused;0
Refusal from Bank's ABIS;Отказ от АБИС Банка;Отказ от АБИС Банка;document.state.NotAcceptedInABS;0
