"id";"ru";"translation_key"
1820;Редактировать аккаунт;privilege_account_edit
1821;Загрузка карт;translation_45
1822;Все статусы;user_status_all
1824;Ожидающие подписания;user_status_awaits_signature
1825;Ожидающие отправку;user_status_waiting
1831;Черновик;state_draft
1832;Ожидает подписи;state_awaitssignature
1834;Отправлен в ДБО;state_senttorbs
1838;Отозван;state_revoked
1839;Отозван;state_paid
1840;Отказан;state_refused
1843;К оплате;state_pay
1844;Возврат от банка получателя;state_return
1845;Шаблон длительного поручения;state_standing
1846;Отправленные в банк;user_status_sendtobank
1847;Приостановлен;user_status_suspended
1848;Выписка по картам;translation_40
1849;Загрузка кредитов;translation_41
1850;Загрузка организаций;translation_42
1851;ИД события;event_id
1852;Загрузка локальных банков;job_LOCAL_BANK
1853;Загрузка иностранных банков;job_BANK
1854;Загрузка кодов назначения платежа;job_PAYMENT_CODE
1855;Загрузка кодов бюджетной класификации;job_BUDGET_CLASSIFICATION_CODE
1856;Загрузка кодов бенефициара;job_BENEFICIARY_CODE
1857;Генерация регулярных платежей;job_STANDING_ORDERS
1858;Получения данных графика погашения по кредитному договору за выбранный клиентом период;job_CREDIT_SCHEDULE
1862;Глубина выписки по счету (дни);account_stm
1863;Глубина выписки по карте (дни);card_stm
1864;Клиент с таким БИН/ИИН не найден;bin_not_found
1865;Название поля;provider_service_field_name
1866;Хинт;provider_service_hint
1867;Маска поля;provider_service_field_mask
1868;Регулярное выражение;provider_service_regex
1869;Мин значение поля;provider_service_min_field_value
1870;Макс значение поля;provider_service_max_field_value
1871;Индекс поля;provider_service_field_index
1872;Создание услуги;provider_service_create_service
1873;Редактирование услуги;provider_service_edit_service
1874;Название категории;provider_service_category_name
1875;Максимальная сумма платежа;provider_service_max_amount
1876;Минимальная сумма платежа;provider_service_min_amount
1877;Размер комиссии;provider_service_commission_amount
1878;Ссылка на файл с логотипом усдуги;provider_service_logo_reference
1879;Список регионов;provider_service_regions_list
1880;Список городов;provider_service_cities_list
1881;Шаблон назначения платежа;provider_service_purpose_template
1882;Адрес OCSP сервера;property_EDS_URL_OCSP
1883;Адрес LDAP сервера;property_EDS_URL_LDAP
1884;Адрес WebRA сервера;property_EDS_URL_WEBRA
1885;Тип устройства по-умолчанию;property_EDS_DEFAULT_DEVICE
1886;Профиль по-умолчанию;property_EDS_DEFAULT_PROFILE
1887;Номер телефона для отправки пароля не найден!;phone_notFound
1888;Адрес где хранятся все логотипы услуг провайдеров;property_service_constant_logo_url
1889;Авторизация не возможна. Попробуйте через 5 минут.;smsSenderError
1890;Загрузка типов документов удостоверяющих личность;job_DOCUMENT_IDENTITY
1891;Дочерняя организация Акционерное общество Банк ВТБ (Казахстан);VTB_FULL_BANK_NAME
1892;ДО АО Банк ВТБ (Казахстан);VTB_SHORT_BANK_NAME
1893;Имя шаблона не может быть пустым;document_templateNameIsNotNull
1894;Неправильная длина поля;wrong_length
1895;{0} kod pidtverdzhennia avtorizatsii dijnyj do {1};login.newPasswordSMS
2177;Kw.rambler.ru, ;ps_130
1896;Podtverzhdenie dokumenta. Kod podtverzhdeniya: {0}. Nikomu ne govorite kod!;document_confirmationSMS
1897;Podtverzhdenie {0} dokumentov. Kod podtverzhdeniya: {1}. Nikomu ne govorite kod!;document_confirmationSMSgroup
1898;Неопределен;ps_Undefined
1899;THE BANK OF NEW YORK MELLON;VTB_USD_CORRESPONDENT_BANK_1
1900;JSC VTB Bank, Moscow, Russia;VTB_USD_CORRESPONDENT_BANK_2
1901;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB_EUR_CORRESPONDENT_BANK_1
1902;THE ROYAL BANK OF SCOTLAND, LONDON;VTB_GBP_CORRESPONDENT_BANK_1
1903;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB_GBP_CORRESPONDENT_BANK_2
1904;Банк ВТБ (ПАО), Москва, Россия;VTB_RUB_CORRESPONDENT_BANK_1
1905;BANK ICBC (JSC), MOSCOW;VTB_CNY_CORRESPONDENT_BANK_1
1906;JSC VTB Bank, Moscow, Russia;VTB_CNY_CORRESPONDENT_BANK_2
1907;CITIGB2L Citibank N.a., LONDON;VTB_AUD_CORRESPONDENT_BANK_1
1908;JSC VTB Bank, Moscow, Russia;VTB_AUD_CORRESPONDENT_BANK_2
1909;Австралийский доллар;currency_aud
1910;Сотовая и спутниковая связь;cellular_communication
1911;Сотовая и спутниковая связь;cellular_communication_full
1912;Коммунальные платежи;communal_payments
1913;Коммунальные платежи;communal_payments_full
1914;Телевидение;tv
1915;Телевидение;tv_full
1916;Телевидение и интернет;tv_and_internet
1917;Телевидение и интернет;tv_and_internet_full
1918;Интернет и IP телефония;internet_and_ip
1919;Интернет и IP телефония;internet_and_ip_full
1920;Реклама и охрана;security_services
1921;Реклама и охрана;security_services_full
1922;Игры Online;online_games
1923;Игры Online;online_games_full
1924;Благотворительность;charity
1925;Благотворительность;charity_full
1926;Штрафы за нарушение ПДД;traffic_fines
1927;Штрафы за нарушение ПДД;traffic_fines_full
1928;Образовательные услуги;educational_services
1929;Образовательные услуги;educational_services_full
1930;Билеты, лотереи, туризм;tourism
1931;Билеты, лотереи, туризм;tourism_full
1932;Букмекерские конторы;bookmakers
1933;Букмекерские конторы;bookmakers_full
1934;Издательства, размещение объявлений;publishers
1935;Издательства, размещение объявлений;publishers_full
1936;Интернет магазины;online_stores
1937;Интернет магазины;online_stores_full
1938;Информационные порталы;information_portals
1939;Информационные порталы;information_portals_full
1940;Товары по каталогам;goods_by_catalogs
1941;Товары по каталогам;goods_by_catalogs_full
1942;Скидочные проекты;discount_projects
1943;Скидочные проекты;discount_projects_full
1944;Службы такси;taxi_services
1945;Службы такси;taxi_services_full
1946;Грузоперевозки, доставка;shipping
1947;Грузоперевозки, доставка;shipping_full
1948;Хостинг;hosting
1949;Хостинг;hosting_full
1950;Электронные деньги;electronic_money
1951;Электронные деньги;electronic_money_full
1952;Авиабилеты;flights
1953;Авиабилеты;flights_full
1954;Госуслуги;state_services
1955;Госуслуги;state_services_full
1956;Другие;other
1957;Другие;other_full
1958;Купонные сервисы;cuppons
1959;Купонные сервисы;cuppons_full
1960;Косметика;сosmetics
1961;Косметика;сosmetics_full
1962;Все;all
1963;Все;all_full
1964;Длина СМС кода;property_SMS_PASSWORD_LENGTH
1965;Создать счет на основании скредита;property_CREATE_ACCOUNT_FROM_CREDIT
1966;Создать счет на основании депозита;property_CREATE_ACCOUNT_FROM_DEPOSIT
1967;Создать счет на основании карты;property_CREATE_ACCOUNT_FROM_CARD
1968;ЭЦП: профиль клиента по умолчанию;property_EDS_DEFAULT_PERSON_PROFILE
1969;Noviy palol vhoda: {0}. Nikomu ne govorite!;login.newLoginPassword
1970;Сумма платежа больше чем плановый остаток. Плановый остаток = %1$s %2$s.;error_redBalance
1971;Сумма одного платежа не может превышать = %1$s грн.;error_maxPaymentAmountPerOperation
1997;Страна по-умолчанию (2-хбуквенный код);default_country
1324;Получение списка валют;job_CURRENCY
1998;Сберегательный;SAVINGS_deposit_type
1999;НАКОПИТЕЛЬНЫЙ;ACCUMULATIVE_deposit_type
2000;Сохранено;common_saved
2001;Отправлено;common_sent
1972;Сумма платежей по данному документу и всем документам за день не может превышать = %1$s грн.  У вас уже за сегодня подписано документов на = %2$s грн.;error_maxPaymentAmountPerDay
1973;Сумма платежей по данному документу и всем документам за месяц не может превышать = %1$s грн.  У вас уже за месяц подписано документов на = %2$s грн.;error_maxPaymentAmountPerMonth
1974;Документ созданный позже  %1$s не может быть проведен;error_maxPeriodForDocumentExecution
1975;Счет получателя [%1$s] не соответствует указанному МФО банка [%2$s];error_accountNotCorrespondMFO
1976;Документ с таким же номером счета, суммой платежа и счетом получателя уже создан сегодня.;error_notUniqueMainFields
1977;Имя клиента с таким БИН/ИНН -;name_of_customer_is
1978;База содержит более чем одного клиента с таким БИН/ИНН;double_tax_code_in_db
1979;Неверно указан Логин;restore_pwd_invalid_login
1980;Карта указана неверно для вашего логина;restore_pwd_invalid_card
1981;Указанный смс пароль не верен. Попробуйте еще раз!;restore_pwd_invalid_sms_code
1982;Неверно указан пароль;restore_pwd_invalid_password
1983;Перевод на карту другого клиента(P2P);job_PAYCARD
1984;Карта получателя обязательная;benef_card_required
1985;Карта получателя неверная;benef_card_invalid_data
1986;Курс даной пары валют не найден;rate_invalid_data
1987;Карта получателя должна быть {0} символов;benef_card_required_length
1988;;sign_level
1989;;sign_allow
1990;;organization_role
1991;;role
1992;;factor
1993;;is_sign_allow
1994;;is_sms_required
1995;Получение списка филиалов банка;job_BANK_BRANCH
1996;Получение списка стран;job_COUNTRY
2004;Ошибка запроса в банк;integrator.fatal
2005;Ошибка запроса в банк;integrator.config
2006;Код с картинки введен неверно;common_confirmation_invalid_captcha
2007;Неверный SMS пароль;common_confirmation_invalid_sms_code
2008;Отправить копию заявления на регистрацию на e-mail;property_SIGNUP_SEND_APPLICATION_TO_EMAIL
2009;Почтовый ящик отправителя элекронной почты;property_EMAIL_SENDER_MAILBOX
2010;Тело письма сообщения о регистрации;property_EMAIL_SIGNUP_MESSAGE_BODY
2011;Тема письма сообщения о регистрации;property_EMAIL_SIGNUP_MESSAGE_SUBJECT
2012;Название файла заявления о регистрации нового пользователя (латиницей);property_SIGNUP_APPLICATION_FILENAME
2013;EXPORT_ACCOUNT_TRANSFER;integration_EXPORT_ACCOUNT_TRANSFER
2014;EXPORT_INTERNATIONAL;integration_EXPORT_INTERNATIONAL
2015;EXPORT_DOMESTIC_TRANSFER;integration_EXPORT_DOMESTIC_TRANSFER
2016;Ошибка утверждения календаря. Такой календарь уже существует;calendar_ApprovalError
2017;Каледнарь успешно подтвержден;calendar_ApproveSuccessful
2018;Списания;transaction_type_out
2019;Поступления;transaction_type_in
2020;Загрузка;mobile.loading
2021;Мобильный банкинг;mobile.banking
2022;Вход в личный кабинет;mobile.login
2023;Восстановить пароль;mobile.remindme
2024;Меню;mobile.menu
2025;Отделения и банкоматы;mobile.departments
2026;Возможности;mobile.capabilities
2027;О банке;mobile.about
2029;Карта;mobile.map
2028;Список;mobile.list
2030;Поле не заполнено;mobile.not_filled
2031;Длина СМС кода ;mobile.sms_length
2032;Неверный пароль!;mobile.incorrect_password
2033;Телефон должен состоять из 10 символов!;mobile.phone_length_error
2034;Необходимо заполнить валидный срок действия карты!;mobile.card_expiry_invalid
2035;Неверный ИИН!;mobile.invalid_tax_code
2036;Необходимо заполнить валидный номер!;mobile.card_number_invalid
2037;ИИН;mobile.common_tax_code
2038;Дата операции;mobile.common_value_date
2039;ПАО «Альфа-Банк»;property_short_bank_name
2040;Контакты банка;property_BANK_CONTACTS
2041;МФО;property_MFO
2042;"Текст поля ""Назначение платежа""";property_PAYMENT_PURPOSE_TEXT
1823;Введен;user_status_new
1826;В обработке;user_status_in_work
1827;Проведен;user_status_executed
1828;Отозван;user_status_revoked
1829;Отклонен;user_status_with_errors
1830;Подписан;state_signed
1833;Удалён;state_deleted
1835;Ждет обработки;state_acceptedinrbs
1836;В обработке;state_acceptedinabs
1837;Отклонен;state_notacceptedinabs
2043;Отозван;Отозван
1841;Исполнен;state_executed
1842;Принят;state_accepted
2044;Максимальная сумма одного платежа (грн.);property_MAX_PAYMENT_AMOUNT_PER_OPERATION
2045;Максимальная сумма платежей за день (грн.);property_MAX_PAYMENT_AMOUNT_PER_DAY
2046;Максимальная сумма платежей за месяц (грн.);property_MAX_PAYMENT_AMOUNT_PER_MONTH
2047;Максимальное время проведения документа после создания;property_MAX_PERIOD_FOR_DOCUMENT_EXECUTION
2048;Максимально допустимая частота обновления юзером статусов документов, сек.;property_MAX_FREQUENCY_FOR_ALLOWED_USER_UPDATE_DOCUMENT_STATE
2049;Beeline (Кар-Тел);ps_1
2050;Kcell;ps_2
2051;Aсtiv;ps_3
2052;TELE2;ps_4
2053;Алтел;ps_5
2054;"АО ""Казахтелеком""";ps_6
2055;ТОО «2DAY Телеком» (Доступ в Интернет «Интернет Дома» от Beeline);ps_7
2056;ТОО «ТОПАЗ-ТЕЛЕКОМ»;ps_8
2057;Twinncom Network;ps_9
2058;ОКТЕЛ;ps_10
2059;СА-Телком фиксированная связь;ps_11
2060;Балхаш Электронный Город. Интернет;ps_12
2061;ТОО «Metro Net»;ps_13
2062;ТОО «Promtel»;ps_14
2063;ТОО «System Line»;ps_15
2064;ТОО BeNetCom;ps_16
2065;Skype;ps_17
2066;Altel JET (Retail);ps_18
2067;ТОО АстанаМегаТел;ps_19
2068;АО «Транстелеком»;ps_20
2069;АО «Транстелеком» (Direct);ps_21
2070;ТОО «АлмаТВ»;ps_22
2071;ТОО «Телекомпания «43 канал»;ps_23
2072;"АО ""Казтелерадио полный пакет"" (OTAU TV)";ps_24
2073;"ТОО ""Кабельные сети Костаная""";ps_25
2074;ТАУ TV*;ps_26
2075;Базис-Телеком г.Алматы;ps_27
2076;Триколор ТВ;ps_28
2077;НТВ-Плюс;ps_29
2078;АЛСЕКО*;ps_30
2079;ИВЦ*;ps_31
2080;ЭПК forfait;ps_32
2081;Жесказган ЭнергоСбыт;ps_33
2082;АлматыЭнергосбыт (физ. лица)*;ps_34
2083;Батыс Су Арнасы;ps_35
2084;Омега XXI Шымкент [Энергопоток, КазТрансГазАймак, прочие];ps_36
2178;Моя деревня, ;ps_131
2085;[Омега XXI] Область;ps_37
2086;ТОО Караганды ГорКомТранс;ps_38
2087;Мюль Сервис;ps_39
2088;Народный домофон;ps_40
2089;Жолаушы-СК;ps_41
2090;Кокшеэнергосервис*;ps_42
2091;ЦентрКоммунПлат-АРС;ps_43
2092;Предприятие Спецавто-транспорта;ps_44
2093;ЕРЦ Капчагай;ps_45
2094;РЦКУ Тараз [Жамбыл-жылу, КазТрансГаз Аймак, прочие];ps_46
2095;ТОО «Костанайский ЭнергоЦентр»*;ps_47
2096;АРЭК-Энергосбыт.Интернациональное*;ps_48
2097;АРЭК-Энергосбыт.Кощи*;ps_49
2098;Астана Газ Сервис*;ps_50
2099;БалхашЭнерго.Электроэнергия*;ps_51
2100;Бурабай Су Арнасы*;ps_52
2101;ТОО Горэлектросети*;ps_53
2102;Павлодарлифт*;ps_54
2103;АО Кызылжар су;ps_55
2104;Ремстройсервис*;ps_56
2105;Риддер-ТЭЦ*;ps_57
2106;РСЦ*;ps_58
2107;СевКазЭнерго* (Аккайынский РЭС);ps_59
2108;СевКазЭнерго* (Благовещенский УСЭЭ) ;ps_60
2109;СевКазЭнерго* (Возвышенский РПБ) ;ps_61
2110;СевКазЭнерго* (Есильский УСЭЭ) ;ps_62
2111;СевКазЭнерго* (Жамбыльский РЭС) ;ps_63
2112;СевКазЭнерго* (Корнеевский РПБ) ;ps_64
2113;СевКазЭнерго* (Кызылжарский РЭС) ;ps_65
2114;СевКазЭнерго*  (М.Жумабаева РЭС) ;ps_66
2115;СевКазЭнерго* (Мамлютский РЭС);ps_67
2116;СевКазЭнерго* (Петропавловск) ;ps_68
2117;СевКазЭнерго* (Соколовский УСЭЭ) ;ps_69
2118;СевКазЭнерго* (Тимирязевский РЭС);ps_70
2119;МодусKZ Караганды*;ps_71
2120;МодусKZ Кокшетау*;ps_72
2121;Термотранзит*;ps_73
2122; ТОО «ГрКомТранс по г.Караганда» ;ps_74
2123;ГКП «Оскемен Водоканал»;ps_75
2124;"ПКСК ""Данко""";ps_76
2125;Атырауская теплоэлектроцентраль ;ps_77
2126;"ТОО ""Астана-Тазарту""";ps_78
2127;Метаком-Семей;ps_79
2179;My lands, ;ps_132
2180;Варвары, ;ps_133
2181;JagPlay, ;ps_134
2182;Mgates, ;ps_135
2128;РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];ps_80
2129;[Цифрал, Актобе Таза Кала, КазТрансГаз Аймак, прочие];РЦКУ-Запад (Актобе) [Цифрал, Актобе Таза Кала, КазТрансГаз Аймак, прочие]
2130;РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];ps_82
2131;РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];ps_83
2132;РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];ps_84
2133;Астана ЕРЦ;ps_85
2134; УК тепловые сети;ps_86
2135;"ТОО ""Карагандыжылусбыт""";ps_87
2136;Тауекел-Т;ps_88
2137;Тауекель-Н-Алгабас;ps_89
2138;Жетісу газ кубыры;ps_90
2139;Кызылордатеплоэлектроцентр;ps_91
2140;ЕПД АРЦ Алматы газ;ps_92
2141; ТОО Рудненский Водоканал;ps_93
2142;ТОО «Шыгысэнерготрэйд»;ps_94
2143;РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];ps_95
2144;  Согринская ТЭЦ АЭС;ps_96
2145;  ПавлодарЭнергоСбыт ЕРЦ;ps_97
2146;"ТОО ""Шахтинсктеплоэнерго""";ps_98
2147;"ТОО ""Павлодар-водоканал""";ps_99
2148;Батыс Энерго Ресурсы;ps_100
2149;РЦКУ Шымкент;ps_101
2150;ОҢАЙ – Транспортная карта г.Алматы;ps_102
2151;ТОО «САПАР» (www.avokzal.kz);ps_103
2152;E-gov (Электронное правительство)*;ps_104
2153;Оплата штрафов ПДД (г.Алматы)*;ps_105
2154;Оплата штрафов ПДД (РК)*;ps_106
2155;Mamba.ru;ps_107
2156;Lava-Online, ;ps_108
2157; Дозоры,;ps_109
2158;[AtomFishing] Сервер Экстрим, ;ps_110
2159;[AtomFishing] Сервер Возвращение, ;ps_111
2160;Xcraft.ru,;ps_112
2161;GameXP,;ps_113
2162;The War Z, ;ps_114
2163;Battle of Immortals, ;ps_115
2164;Территория 2, ;ps_116
2165; Последний предел,;ps_117
2166; Tanki online, ;ps_119
2167; Bloody World, ;ps_120
2168;Gamenet, ;ps_121
2169;One World, ;ps_122
2170;Садовая империя, ;ps_123
2171;Лордмансер, ;ps_124
2172; Zzima.com,;ps_125
2173;Поднебесье, ;ps_126
2174; Murclub.ru, ;ps_127
2175;Осада Онлайн, ;ps_128
2176;Silkroad Online, ;ps_129
2183;Войны мафии, ;ps_136
2184;  Острова, ;ps_137
2185;Peredovaya, ;ps_138
2186;Звездные бои,;ps_139
2187;Гарена, ;ps_140
2188;Королевство;ps_141
2189;Ганджубасовые войны;ps_142
2190;Carnage;ps_143
2191;"11х11 футбольный Менеджер";ps_144
2192;Sky2Fly;ps_145
2193;Герои войны и денег;ps_146
2194;U.N.I.T.;ps_147
2195;NeverLands;ps_148
2196;Гладиаторы;ps_149
2197;BananaWars;ps_150
2198;Overkings;ps_151
2199;Haddan;ps_152
2200;Грани реальности;ps_153
2201;Xsolla ;ps_154
2202;VK реклама;ps_155
2203;Steam (M);ps_156
2204;World of Tanks (M);ps_157
2205;ТОО «Букмекерская контора «OLIMP KZ»;ps_158
2206;Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);ps_159
2207;ТОО Букмекерская контора Гол+Пас;ps_160
2208;Альпари;ps_161
2209;e-KZT;ps_162
2210;ТОО «Редпрайс» (www.chocolifeme.kz);ps_163
2211;"ТОО ""БиСмарт"" (besmart.kz)";ps_164
2212;ТОО Мир купонов;ps_165
2213;Flora Express;ps_166
2214;LR Health and Beauty Systems;ps_167
2215;ShopInfo.kz;ps_168
2216;ТОО «INFOSMS.KZ»;ps_169
2217;ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ps_170
2218;Газета Автомания;ps_171
2219;Газета Из рук в руки;ps_172
2220;Газета Работа Сегодня;ps_173
2221;ТОО «ЭВБИКА»;ps_174
2222;ТОО «Прометей-Б»;ps_175
2223;ТОО «Жедел-Сақшы»;ps_176
2224;Жедел Кузет ;ps_177
2225;ТОО Кузет-Моторс;ps_178
2226;ТОО Кузет-Техмонтаж;ps_179
2227;OLX.kz;ps_180
2228;"ТОО ""Орифлэйм""";ps_181
2229;AVON;ps_182
2230;"ТОО ""Фаберлик - Казахстан""";ps_183
2231;Mary Kay Kazakhstan;ps_184
2232;ИС Параграф;ps_185
2233;Beeline (Кар-Тел);ps_full_1
2234;Kcell;ps_full_2
2235;Aсtiv;ps_full_3
2236;TELE2;ps_full_4
2237;Алтел;ps_full_5
2238;"АО ""Казахтелеком""";ps_full_6
2239;ТОО «2DAY Телеком» (Доступ в Интернет «Интернет Дома» от Beeline);ps_full_7
2240;ТОО «ТОПАЗ-ТЕЛЕКОМ»;ps_full_8
2241;Twinncom Network;ps_full_9
2242;ОКТЕЛ;ps_full_10
2243;СА-Телком фиксированная связь;ps_full_11
2332;РЦКУ Шымкент;ps_full_101
3957;ИНН;common_tax_code
2244;Балхаш Электронный Город. Интернет;ps_full_12
2245;ТОО «Metro Net»;ps_full_13
2246;ТОО «Promtel»;ps_full_14
2247;ТОО «System Line»;ps_full_15
2248;ТОО BeNetCom;ps_full_16
2249;Skype;ps_full_17
2250;Altel JET (Retail);ps_full_18
2251;ТОО АстанаМегаТел;ps_full_19
2252;АО «Транстелеком»;ps_full_20
2253;АО «Транстелеком» (Direct);ps_full_21
2254;ТОО «АлмаТВ»;ps_full_22
2255;ТОО «Телекомпания «43 канал»;ps_full_23
2256;"АО ""Казтелерадио полный пакет"" (OTAU TV)";ps_full_24
2257;"ТОО ""Кабельные сети Костаная""";ps_full_25
2258;ТАУ TV*;ps_full_26
2259;Базис-Телеком г.Алматы;ps_full_27
2260;Триколор ТВ;ps_full_28
2261;НТВ-Плюс;ps_full_29
2262;АЛСЕКО*;ps_full_30
2263;ИВЦ*;ps_full_31
2264;ЭПК forfait;ps_full_32
2265;Жесказган ЭнергоСбыт;ps_full_33
2266;АлматыЭнергосбыт (физ. лица)*;ps_full_34
2267;Батыс Су Арнасы;ps_full_35
2268;Омега XXI Шымкент [Энергопоток, КазТрансГазАймак, прочие];ps_full_36
2269;[Омега XXI] Область;ps_full_37
2270;ТОО Караганды ГорКомТранс;ps_full_38
2271;Мюль Сервис;ps_full_39
2272;Народный домофон;ps_full_40
2273;Жолаушы-СК;ps_full_41
2274;Кокшеэнергосервис*;ps_full_42
2275;ЦентрКоммунПлат-АРС;ps_full_43
2276;Предприятие Спецавто-транспорта;ps_full_44
2277;ЕРЦ Капчагай;ps_full_45
2278;РЦКУ Тараз [Жамбыл-жылу, КазТрансГаз Аймак, прочие];ps_full_46
2279;ТОО «Костанайский ЭнергоЦентр»*;ps_full_47
2280;АРЭК-Энергосбыт.Интернациональное*;ps_full_48
2281;АРЭК-Энергосбыт.Кощи*;ps_full_49
2282;Астана Газ Сервис*;ps_full_50
2283;БалхашЭнерго.Электроэнергия*;ps_full_51
2284;Бурабай Су Арнасы*;ps_full_52
2285;ТОО Горэлектросети*;ps_full_53
2286;Павлодарлифт*;ps_full_54
2287;АО Кызылжар су;ps_full_55
2288;Ремстройсервис*;ps_full_56
2289;Риддер-ТЭЦ*;ps_full_57
2290;РСЦ*;ps_full_58
2291;СевКазЭнерго* (Аккайынский РЭС);ps_full_59
2292;СевКазЭнерго* (Благовещенский УСЭЭ) ;ps_full_60
2396;Flora Express;ps_full_166
2293;СевКазЭнерго* (Возвышенский РПБ) ;ps_full_61
2294;СевКазЭнерго* (Есильский УСЭЭ) ;ps_full_62
2295;СевКазЭнерго* (Жамбыльский РЭС) ;ps_full_63
2296;СевКазЭнерго* (Корнеевский РПБ) ;ps_full_64
2297;СевКазЭнерго* (Кызылжарский РЭС) ;ps_full_65
2298;СевКазЭнерго*  (М.Жумабаева РЭС) ;ps_full_66
2299;СевКазЭнерго* (Мамлютский РЭС);ps_full_67
2300;СевКазЭнерго* (Петропавловск) ;ps_full_68
2301;СевКазЭнерго* (Соколовский УСЭЭ) ;ps_full_69
2302;СевКазЭнерго* (Тимирязевский РЭС);ps_full_70
2303;МодусKZ Караганды*;ps_full_71
2304;МодусKZ Кокшетау*;ps_full_72
2305;Термотранзит*;ps_full_73
2306; ТОО «ГрКомТранс по г.Караганда» ;ps_full_74
2307;ГКП «Оскемен Водоканал»;ps_full_75
2308;"ПКСК ""Данко""";ps_full_76
2309;Атырауская теплоэлектроцентраль ;ps_full_77
2310;"ТОО ""Астана-Тазарту""";ps_full_78
2311;Метаком-Семей;ps_full_79
2312;РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];ps_full_80
2313;РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];ps_full_82
2314;РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];ps_full_83
2315;РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];ps_full_84
2316;Астана ЕРЦ;ps_full_85
2317; УК тепловые сети;ps_full_86
2318;"ТОО ""Карагандыжылусбыт""";ps_full_87
2319;Тауекел-Т;ps_full_88
2320;Тауекель-Н-Алгабас;ps_full_89
2321;Жетісу газ кубыры;ps_full_90
2322;Кызылордатеплоэлектроцентр;ps_full_91
2323;ЕПД АРЦ Алматы газ;ps_full_92
2324; ТОО Рудненский Водоканал;ps_full_93
2325;ТОО «Шыгысэнерготрэйд»;ps_full_94
2326;РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];ps_full_95
2327;  Согринская ТЭЦ АЭС;ps_full_96
2328;  ПавлодарЭнергоСбыт ЕРЦ;ps_full_97
2329;"ТОО ""Шахтинсктеплоэнерго""";ps_full_98
2330;"ТОО ""Павлодар-водоканал""";ps_full_99
2331;Батыс Энерго Ресурсы;ps_full_100
2333;ОҢАЙ – Транспортная карта г.Алматы;ps_full_102
2334;ТОО «САПАР» (www.avokzal.kz);ps_full_103
2335;E-gov (Электронное правительство)*;ps_full_104
2336;Оплата штрафов ПДД (г.Алматы)*;ps_full_105
2337;Оплата штрафов ПДД (РК)*;ps_full_106
2338;Mamba.ru;ps_full_107
2339;Lava-Online, ;ps_full_108
2340; Дозоры,;ps_full_109
2341;[AtomFishing] Сервер Экстрим, ;ps_full_110
2342;[AtomFishing] Сервер Возвращение, ;ps_full_111
2343;Xcraft.ru,;ps_full_112
2344;GameXP,;ps_full_113
2345;The War Z, ;ps_full_114
2346;Battle of Immortals, ;ps_full_115
2347;Территория 2, ;ps_full_116
2348; Последний предел,;ps_full_117
2349; Tanki online, ;ps_full_119
2350; Bloody World, ;ps_full_120
2351;Gamenet, ;ps_full_121
2352;One World, ;ps_full_122
2353;Садовая империя, ;ps_full_123
2354;Лордмансер, ;ps_full_124
2355; Zzima.com,;ps_full_125
2356;Поднебесье, ;ps_full_126
2357; Murclub.ru, ;ps_full_127
2358;Осада Онлайн, ;ps_full_128
2359;Silkroad Online, ;ps_full_129
2360;Kw.rambler.ru, ;ps_full_130
2361;Моя деревня, ;ps_full_131
2362;My lands, ;ps_full_132
2363;Варвары, ;ps_full_133
2364;JagPlay, ;ps_full_134
2365;Mgates, ;ps_full_135
2366;Войны мафии, ;ps_full_136
2367;  Острова, ;ps_full_137
2368;Peredovaya, ;ps_full_138
2369;Звездные бои,;ps_full_139
2370;Гарена, ;ps_full_140
2371;Королевство;ps_full_141
2372;Ганджубасовые войны;ps_full_142
2373;Carnage;ps_full_143
2374;"11х11 футбольный Менеджер";ps_full_144
2375;Sky2Fly;ps_full_145
2376;Герои войны и денег;ps_full_146
2377;U.N.I.T.;ps_full_147
2378;NeverLands;ps_full_148
2379;Гладиаторы;ps_full_149
2380;BananaWars;ps_full_150
2381;Overkings;ps_full_151
2382;Haddan;ps_full_152
2383;Грани реальности;ps_full_153
2384;Xsolla ;ps_full_154
2385;VK реклама;ps_full_155
2386;Steam (M);ps_full_156
2387;World of Tanks (M);ps_full_157
2388;ТОО «Букмекерская контора «OLIMP KZ»;ps_full_158
2389;Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);ps_full_159
2390;ТОО Букмекерская контора Гол+Пас;ps_full_160
2391;Альпари;ps_full_161
2392;e-KZT;ps_full_162
2393;ТОО «Редпрайс» (www.chocolifeme.kz);ps_full_163
