is_deleted;day_date;calendar_id;description;is_working_day;working_time_from;working_time_to
0;2017-10-21;Calendar 1;Выходной день;0;null;null
0;2017-10-22;Calendar 1;Выходной день;0;null;null
0;2017-10-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-28;Calendar 1;Выходной день;0;null;null
0;2017-10-29;Calendar 1;Выходной день;0;null;null
0;2017-10-30;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-31;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-02;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-04;Calendar 1;Выходной день;0;null;null
0;2017-11-05;Calendar 1;Выходной день;0;null;null
0;2017-11-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-09;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-11;Calendar 1;Выходной день;0;null;null
0;2017-11-12;Calendar 1;Выходной день;0;null;null
0;2017-11-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-16;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-18;Calendar 1;Выходной день;0;null;null
0;2017-11-19;Calendar 1;Выходной день;0;null;null
0;2017-11-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-25;Calendar 1;Выходной день;0;null;null
0;2017-11-26;Calendar 1;Выходной день;0;null;null
0;2017-11-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-29;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-11-30;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-02;Calendar 1;Выходной день;0;null;null
0;2017-12-03;Calendar 1;Выходной день;0;null;null
0;2017-12-04;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-05;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-09;Calendar 1;Выходной день;0;null;null
0;2017-12-10;Calendar 1;Выходной день;0;null;null
0;2017-12-11;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-12;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-16;Calendar 1;Выходной день;0;null;null
0;2017-12-17;Calendar 1;Выходной день;0;null;null
0;2017-12-18;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-19;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-23;Calendar 1;Выходной день;0;null;null
0;2017-12-24;Calendar 1;Выходной день;0;null;null
0;2017-12-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-29;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-12-30;Calendar 1;Выходной день;0;null;null
0;2017-12-31;Calendar 1;Выходной день;0;null;null
0;2017-01-01;Calendar 2;Выходной день;0;null;null
0;2017-01-02;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-03;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-04;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-05;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-06;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-07;Calendar 2;Выходной день;0;null;null
0;2017-01-08;Calendar 2;Выходной день;0;null;null
0;2017-01-09;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-10;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-11;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-12;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-13;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-14;Calendar 2;Выходной день;0;null;null
0;2017-01-15;Calendar 2;Выходной день;0;null;null
0;2017-01-16;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-17;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-18;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-19;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-20;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-21;Calendar 2;Выходной день;0;null;null
0;2017-01-22;Calendar 2;Выходной день;0;null;null
0;2017-01-23;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-24;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-25;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-26;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-27;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-28;Calendar 2;Выходной день;0;null;null
0;2017-01-29;Calendar 2;Выходной день;0;null;null
0;2017-01-30;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-31;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-01;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-02;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-03;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-04;Calendar 2;Выходной день;0;null;null
0;2017-02-05;Calendar 2;Выходной день;0;null;null
0;2017-02-06;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-07;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-08;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-09;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-10;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-11;Calendar 2;Выходной день;0;null;null
0;2017-02-12;Calendar 2;Выходной день;0;null;null
0;2017-02-13;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-14;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-15;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-16;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-17;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-18;Calendar 2;Выходной день;0;null;null
0;2017-02-19;Calendar 2;Выходной день;0;null;null
0;2017-02-20;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-21;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-22;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-23;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-24;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-25;Calendar 2;Выходной день;0;null;null
0;2017-02-26;Calendar 2;Выходной день;0;null;null
0;2017-02-27;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-28;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-01;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-02;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-03;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-04;Calendar 2;Выходной день;0;null;null
0;2017-03-05;Calendar 2;Выходной день;0;null;null
0;2017-03-06;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-07;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-08;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-09;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-10;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-11;Calendar 2;Выходной день;0;null;null
0;2017-03-12;Calendar 2;Выходной день;0;null;null
0;2017-03-13;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-14;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-15;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-16;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-17;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-18;Calendar 2;Выходной день;0;null;null
0;2017-03-19;Calendar 2;Выходной день;0;null;null
0;2017-03-20;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-21;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-22;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-23;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-24;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-25;Calendar 2;Выходной день;0;null;null
0;2017-03-26;Calendar 2;Выходной день;0;null;null
0;2017-03-27;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-28;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-29;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-30;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-31;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-01;Calendar 2;Выходной день;0;null;null
0;2017-04-02;Calendar 2;Выходной день;0;null;null
0;2017-04-03;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-04;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-05;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-06;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-07;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-08;Calendar 2;Выходной день;0;null;null
0;2017-04-09;Calendar 2;Выходной день;0;null;null
0;2017-04-10;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-11;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-12;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-13;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-14;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-15;Calendar 2;Выходной день;0;null;null
0;2017-04-16;Calendar 2;Выходной день;0;null;null
0;2017-04-17;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-18;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-19;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-20;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-21;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-22;Calendar 2;Выходной день;0;null;null
0;2017-04-23;Calendar 2;Выходной день;0;null;null
0;2017-04-24;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-25;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-26;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-27;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-28;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-29;Calendar 2;Выходной день;0;null;null
0;2017-04-30;Calendar 2;Выходной день;0;null;null
0;2017-05-01;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-02;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-03;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-04;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-05;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-06;Calendar 2;Выходной день;0;null;null
0;2017-05-07;Calendar 2;Выходной день;0;null;null
0;2017-05-08;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-09;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-10;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-11;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-12;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-13;Calendar 2;Выходной день;0;null;null
0;2017-05-14;Calendar 2;Выходной день;0;null;null
0;2017-05-15;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-16;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-17;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-18;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-19;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-20;Calendar 2;Выходной день;0;null;null
0;2017-05-21;Calendar 2;Выходной день;0;null;null
0;2017-05-22;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-23;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-24;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-25;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-26;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-27;Calendar 2;Выходной день;0;null;null
0;2017-05-28;Calendar 2;Выходной день;0;null;null
0;2017-05-29;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-30;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-31;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-01;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-02;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-03;Calendar 2;Выходной день;0;null;null
0;2017-06-04;Calendar 2;Выходной день;0;null;null
0;2017-06-05;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-06;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-07;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-08;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-09;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-10;Calendar 2;Выходной день;0;null;null
0;2017-06-11;Calendar 2;Выходной день;0;null;null
0;2017-06-12;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-13;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-14;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-15;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-16;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-17;Calendar 2;Выходной день;0;null;null
0;2017-06-18;Calendar 2;Выходной день;0;null;null
0;2017-06-19;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-20;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-21;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-22;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-23;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-24;Calendar 2;Выходной день;0;null;null
0;2017-06-25;Calendar 2;Выходной день;0;null;null
0;2017-06-26;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-27;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-28;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-29;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-30;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-01;Calendar 2;Выходной день;0;null;null
0;2017-07-02;Calendar 2;Выходной день;0;null;null
0;2017-07-03;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-04;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-05;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-06;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-07;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-08;Calendar 2;Выходной день;0;null;null
0;2017-07-09;Calendar 2;Выходной день;0;null;null
0;2017-07-10;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-11;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-12;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-13;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-14;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-15;Calendar 2;Выходной день;0;null;null
0;2017-07-16;Calendar 2;Выходной день;0;null;null
0;2017-07-17;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-18;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-19;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-20;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-21;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-22;Calendar 2;Выходной день;0;null;null
0;2017-07-23;Calendar 2;Выходной день;0;null;null
0;2017-07-24;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-25;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-26;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-27;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-28;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-29;Calendar 2;Выходной день;0;null;null
0;2017-07-30;Calendar 2;Выходной день;0;null;null
0;2017-07-31;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-01;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-02;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-03;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-04;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-05;Calendar 2;Выходной день;0;null;null
0;2017-08-06;Calendar 2;Выходной день;0;null;null
0;2017-08-07;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-08;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-09;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-10;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-11;Calendar 2;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-12;Calendar 2;Выходной день;0;null;null
