category;code;name_id_ru;external_id;name_id_en;name_id_kk
CurrencyOperationType;21500;Расчеты нерезидента-комиссионера (агента, поручителя) в пользу резидента-комитента (принципала, доверителя) в связи с оказанием нерезидентом услуг по реализации иным лицам товаров, работ, услуг, информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, резидента в соответствии с договором комиссии (агентским договором, договором поручения), за исключением расчетов, указанных в группе 58 настоящего Перечня;1329;Расчеты нерезидента-комиссионера (агента, поручителя) в пользу резидента-комитента (принципала, доверителя) в связи с оказанием нерезидентом услуг по реализации иным лицам товаров, работ, услуг, информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, резидента в соответствии с договором комиссии (агентским договором, договором поручения), за исключением расчетов, указанных в группе 58 настоящего Перечня;Расчеты нерезидента-комиссионера (агента, поручителя) в пользу резидента-комитента (принципала, доверителя) в связи с оказанием нерезидентом услуг по реализации иным лицам товаров, работ, услуг, информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, резидента в соответствии с договором комиссии (агентским договором, договором поручения), за исключением расчетов, указанных в группе 58 настоящего Перечня
CurrencyOperationType;21900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств за выполнение нерезидентом работ, оказание услуг, передачу информации и результатов интеллектуальной деятельности, в том числе  исключительных прав на них, за исключением расчетов, указанных в группах 23 и 58 настоящего Перечня;1330;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств за выполнение нерезидентом работ, оказание услуг, передачу информации и результатов интеллектуальной деятельности, в том числе  исключительных прав на них, за исключением расчетов, указанных в группах 23 и 58 настоящего Перечня;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств за выполнение нерезидентом работ, оказание услуг, передачу информации и результатов интеллектуальной деятельности, в том числе  исключительных прав на них, за исключением расчетов, указанных в группах 23 и 58 настоящего Перечня
CurrencyOperationType;22100;Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты резиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, вывозимых с территории Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 22110 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);1331;Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты резиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, вывозимых с территории Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 22110 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты резиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, вывозимых с территории Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 22110 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
CurrencyOperationType;22110;Расчеты нерезидента в виде предварительной оплаты резиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж);1332;Расчеты нерезидента в виде предварительной оплаты резиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж);Расчеты нерезидента в виде предварительной оплаты резиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж)
CurrencyOperationType;22200;Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении резидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за вывезенные с территории Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 22210 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);1333;Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении резидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за вывезенные с территории Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 22210 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении резидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за вывезенные с территории Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 22210 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
CurrencyOperationType;22210;Расчеты нерезидента при предоставлении резидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа);1334;Расчеты нерезидента при предоставлении резидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа);Расчеты нерезидента при предоставлении резидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа)
CurrencyOperationType;22300;Расчеты нерезидента в пользу резидента по договору финансовой аренды (лизинга);1335;Расчеты нерезидента в пользу резидента по договору финансовой аренды (лизинга);Расчеты нерезидента в пользу резидента по договору финансовой аренды (лизинга)
CurrencyOperationType;22800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа;1336;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа
CurrencyOperationType;23100;Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты нерезиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, ввозимых на территорию Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 23110 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);1337;Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты нерезиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, ввозимых на территорию Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 23110 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты нерезиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, ввозимых на территорию Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 23110 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
CurrencyOperationType;23110;Расчеты резидента в виде предварительной оплаты нерезиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж);1338;Расчеты резидента в виде предварительной оплаты нерезиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж);Расчеты резидента в виде предварительной оплаты нерезиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж)
CurrencyOperationType;23200;Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении нерезидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за ввезенные на территорию Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 23210 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);1339;Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении нерезидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за ввезенные на территорию Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 23210 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня);Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении нерезидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за ввезенные на территорию Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 23210 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
CurrencyOperationType;23210;Расчеты резидента при предоставлении нерезидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданную информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа);1340;Расчеты резидента при предоставлении нерезидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданную информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа);Расчеты резидента при предоставлении нерезидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданную информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа)
CurrencyOperationType;23300;Расчеты резидента в пользу нерезидента по договору финансовой аренды (лизинга);1341;Расчеты резидента в пользу нерезидента по договору финансовой аренды (лизинга);Расчеты резидента в пользу нерезидента по договору финансовой аренды (лизинга)
CurrencyOperationType;23900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа;1342;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа
CurrencyOperationType;30010;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества за пределами территории Российской Федерации;1343;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества за пределами территории Российской Федерации;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества за пределами территории Российской Федерации
CurrencyOperationType;30020;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества за пределами территории Российской Федерации;1344;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества за пределами территории Российской Федерации;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества за пределами территории Российской Федерации
CurrencyOperationType;30030;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества на территории Российской Федерации;1345;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества на территории Российской Федерации;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества на территории Российской Федерации
CurrencyOperationType;30040;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества на территории Российской Федерации;1346;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества на территории Российской Федерации;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества на территории Российской Федерации
CurrencyOperationType;30800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества;1347;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества
CurrencyOperationType;30900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества;1348;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества
CurrencyOperationType;32010;Расчеты нерезидента в пользу резидента за уступаемое резидентом требование нерезиденту в соответствии с договором уступки требования;1349;Расчеты нерезидента в пользу резидента за уступаемое резидентом требование нерезиденту в соответствии с договором уступки требования;Расчеты нерезидента в пользу резидента за уступаемое резидентом требование нерезиденту в соответствии с договором уступки требования
CurrencyOperationType;32015;Расчеты резидента в пользу нерезидента за уступаемое нерезидентом требование резиденту в соответствии с договором уступки требования;1350;Расчеты резидента в пользу нерезидента за уступаемое нерезидентом требование резиденту в соответствии с договором уступки требования;Расчеты резидента в пользу нерезидента за уступаемое нерезидентом требование резиденту в соответствии с договором уступки требования
CurrencyOperationType;32020;Расчеты нерезидента в пользу резидента за переводимый нерезидентом долг на резидента в соответствии с договором перевода долга;1351;Расчеты нерезидента в пользу резидента за переводимый нерезидентом долг на резидента в соответствии с договором перевода долга;Расчеты нерезидента в пользу резидента за переводимый нерезидентом долг на резидента в соответствии с договором перевода долга
CurrencyOperationType;32025;Расчеты резидента в пользу нерезидента за переводимый резидентом долг на нерезидента в соответствии с договором перевода долга;1352;Расчеты резидента в пользу нерезидента за переводимый резидентом долг на нерезидента в соответствии с договором перевода долга;Расчеты резидента в пользу нерезидента за переводимый резидентом долг на нерезидента в соответствии с договором перевода долга
CurrencyOperationType;35030;Расчеты нерезидента в пользу резидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня;1353;Расчеты нерезидента в пользу резидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня;Расчеты нерезидента в пользу резидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня
CurrencyOperationType;35040;Расчеты резидента в пользу нерезидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня;1354;Расчеты резидента в пользу нерезидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня;Расчеты резидента в пользу нерезидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня
CurrencyOperationType;40030;Расчеты резидента в пользу нерезидента при предоставлении денежных средств по договору займа;1355;Расчеты резидента в пользу нерезидента при предоставлении денежных средств по договору займа;Расчеты резидента в пользу нерезидента при предоставлении денежных средств по договору займа
CurrencyOperationType;40900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при предоставлении резидентом нерезиденту займа по договору займа;1356;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при предоставлении резидентом нерезиденту займа по договору займа;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при предоставлении резидентом нерезиденту займа по договору займа
CurrencyOperationType;41030;Расчеты нерезидента в пользу резидента при предоставлении денежных средств по кредитному договору, договору займа;1357;Расчеты нерезидента в пользу резидента при предоставлении денежных средств по кредитному договору, договору займа;Расчеты нерезидента в пользу резидента при предоставлении денежных средств по кредитному договору, договору займа
CurrencyOperationType;41800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при предоставлении нерезидентом резиденту кредита или займа по кредитному договору, договору займа;1358;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при предоставлении нерезидентом резиденту кредита или займа по кредитному договору, договору займа;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при предоставлении нерезидентом резиденту кредита или займа по кредитному договору, договору займа
CurrencyOperationType;42015;Расчеты резидента в пользу нерезидента по возврату основного долга по кредитному договору, договору займа;1359;Расчеты резидента в пользу нерезидента по возврату основного долга по кредитному договору, договору займа;Расчеты резидента в пользу нерезидента по возврату основного долга по кредитному договору, договору займа
CurrencyOperationType;42035;Расчеты резидента в пользу нерезидента по выплате процентов по кредитному договору, договору займа;1360;Расчеты резидента в пользу нерезидента по выплате процентов по кредитному договору, договору займа;Расчеты резидента в пользу нерезидента по выплате процентов по кредитному договору, договору займа
