id;ru;ua;translation_key
3681;Каждую секунду между секундой ;Кожну секунду між секундою;jobs.every_second_between_second
2999;Каждые;Кожні;standing.order.every
3663;Каждый день;Кожен день;jobs.schedule.everyDay
3668;Каждый месяц;Кожен місяць;jobs.schedule.everyMonth
3690;Каждый месяц между месяцем;Кожен місяць між місяцем;jobs.Every_Month_between
3659;Каждый час;Кожну годину;jobs.schedule.everyHour
3697;каждый час между часом;Кожну годину між годиною;jobs.Every_hour_between
2017;Каледнарь успешно подтвержден;Календар успішно підтверджено;calendar_ApproveSuccessful
3254;календарей выбрано;Календарів обрано;calendarsSelected
1157;Календари;Календарі;m_calendars
3204;Календари;Календарі;calendars
1406;Календарь обновлён!;Календар оновлено!;calendarIsUpdated
1325;Календарь рабочих дней;Календар робочих днів;job_CALENDAR
1430;Календарь сохранён!;Календар збережено!;calendarIsSaved
2759;календаря выбрано;Календар обрано;calSelected
3738;Калькулятор валюты;Калькулятор валюти;currency_calc
1422;Канал;Канал;EventsExcelCreator.Channel
2633;Канал;Канал;sessions_channel
3577;Канал;Канал;events_channel
3137;Канал обслуживания (Web, mob);Канал обслуговування (WEB,MOB);events_servicechannel
2436;Канал отправки уведомлений;Канал відправки повідомлень;sendingNotificationsChannel
2763;Каналы отправки;Канали відправки;sendingNotificationsChannels
1293;Карта;Карта;custom_field_card
2029;Карта;Карта;mobile.map
3963;Карта не потдержуется;Карта не підтримується;error_card_does_not_supported
1987;Карта получателя должна быть {0} символов;Карта отримувача має бути {0} символів;benef_card_required_length
1985;Карта получателя неверная;Карта отримувача невірна;benef_card_invalid_data
1984;Карта получателя обязательная;Карта отримувача обов'язкова;benef_card_required
1980;Карта указана неверно для вашего логина;Карта вказана невірно для Вашого логіну;restore_pwd_invalid_card
1691;Карточный;Картковий;acc_card
3993;Карточный перевод;Картковий перевод;DocumentSubType_P2P
2624;Карты;Карти;cards
2690;Карты;Карти;navigation_corporatecards
2503;Категории заявлений;Категорії заяв;CodeCategory_labelReference
3269;Категории заявлений;Категорії заяв;navigation_labelReference
3821;Категории услуг;Категорії послуг;provider_service_categories
3096;Категория;Категорія;demandType_category
3825;Категория верхнего уровня;Категорія верхнього рівня;provider_service_upper_category
2666;Категория устройства;Категорія пристрою;events_deviceCategory
1753;КБЕ;КБЕ;property_KBE
3193;КБЕ;КБЕ;paymentOrder_recipientResidencyCode
3564;КБЕ;КБЕ;common_kbe
3384;КБЕ Получателя;КБЕ Отримувача;transferRequisites_recipientResidencyCode
2554;КБЕ:;КБЕ:;KBE
2562;КБК;КБК;paymentOrder_budgetCode
2451;КБК с таким кодом уже существует;КБК з таким кодом вже існує;kbkCodeAlreadyExists
1686;Китайский юань;Китайський юань;currency_chin
3403;Клиент;Клієнт;client
4042;Клиент;Клієнт;letter.chat.customer
4049;Клиент;Клієнт;events_client
1864;Клиент с таким БИН/ИИН не найден;Клієнта з таким БІН/ІПН не знайдено;bin_not_found
1151;Клиентские данные;Клієнтські дані;m_clientdata
3305;Клиентские данные;Клієнтські дані;clientData
3858;Клиенты;Клієнти;clients
3650;кликните чтобы скрыть это сообщение;Клікніть, щоб приховати повідомлення;Click_hide_this_message
1530;Ключ;Ключ;docSigning_Key
2792;Ключ для перевода;Ключ для переводу;demandType_createKeyForTranslate
3139;ключ для перевода;Ключ для переводу;demandType_createkeyForTranslate
3724;Ключ создан;Ключ створено;signature_createdKey
1669;КНП;КПП;invoice_knp
2746;КНП;КПП;paymentOrder_purposeCode
4017;КНП с таким кодом уже существует;КПП з таким кодом вже існує;knp_with_this_code_already_exist
2702;Код;Код;role_code
2992;Код;Код;senderResidencyCode
3253;Код;Код;common_code
3624;Код;Код;paymentOrder_payerResidencyCode
3824;Код;Код;provider_service_full_code
3164;Код ISO;Код ISO;currency_ISOcode
3329;Код VO;Код VO;intTransfer_codeVo
3790;Код банка;Код банку;bankCode
1487;код бенефициара;Код бенефеціару;common_benefBankCode
3105;Код бюджетной классификации(КБК);Код бюджетної класифікації;budgetClassificationCode
4100;Код вида расчета;Код виду розрахунку;payment_code_type
2949;Код группы типов задач;Код групи типів задач;jobs.codeGroup
3051;Код должен состоять только из цифр;Код має складатись лише із цифр;onlyDigitsCode
2972;Код категории;Код категорії;CodeCategory_code
1355;Код назначение платежа;Код призначення платежу;common_purposeCode
3374;Код назначения платежа(КНП);Код призначення платежу (КПП);purposeCode
2468;Код не должен превышать 6-х цифр;Код не повинен перевишувати 6-ти ціфр;noMore6Digits
1754;Код ОКПО;Код ЄДРПОУ;property_OKPO_CODE
4159;Код операции;Кд операції;operationCode
3469;Код ответа;Код відповіді;requests_responseCode
2660;Код Отправителя;Код відправника;refunds.sender.kod
2612;Код отправителя денег/Код бенефициара(КОД/КБЕ);Код відправника коштів/Код бенефеціара(КОБ/КБЕ);senderCode
2590;Код ошибки;Код помилки;jobs.errorCode
1577;Код резидента бенефициара;Код резидента-бенефеціара;common_benefResidencyCode
2006;Код с картинки введен неверно;Код з малюнку введено невірно;common_confirmation_invalid_captcha
3009;Код страны;Код країни;common_countryCode
3385;Код страны;Код країни;intTransfer_recipientBankCountryCode
2764;Код страны (Банка Посредника);Код країни (Банку Посередника);intTransfer_agentBankCountryCode
1415;Код страны/Страна:;Код країни/Країна:;counterparty_countryCodeCountry
2922;Код типа задачи;Код типу задачі;jobs.code
3885;Количество дней после создания документа на протяжении которого его можна подписать;Кількість днів після створення документу, протягом яких можливе його підписання;valid_maxPeriodForDocumentExecution
2493;Количество неправильных паролей;Кількість невірних паролів;customeruser_incorrectPasswordCount
1771;Количество сессий;Кількість сесій;property_SESSION_AMOUNT
3081;Количество сессий;Кількість сесій;customeruser_sessionsLimit
1764;колличество дней до уведомления пользователя об окночании срока пароля;Кількість днів до повідомлення про завершення строку дії паролів;property_PWD_NOTIFICATION
1762;колличество неверных попыток паролей;Кількість невірних спроб введення паролю;property_PWD_INCORRECT_ATTEMPTS
3798;Комбинация символов не соответствует парольной политике;Комбінаія символів не відповідає парольній політиці;passPolicy
4003;Комисия по платежным документам;Комісія за платіжним дорученням;commission_documents
2531;Комиссия;Комісія;paymentOrder_commission
1565;Комментарий;Коментар;EventsExcelCreator.Comment
3356;Комментарий;Коментар;events_comment
1912;Коммунальные платежи;Комунальні платежі;communal_payments
1913;Коммунальные платежи;Комунальні платежі;communal_payments_full
4038;Коммуникации с клиентами;Комунікації з клієнтами;navigation_clients_communication
3869;Конвертации;Конвертація;navigation_conversion_expo
1055;Конвертация;Конвертація;translation_6
1186;Конвертация;Конвертація;m_convertion
2049;Beeline (Кар-Тел);Beeline (Кар-Тел);ps_1
2050;Kcell;Kcell;ps_2
2051;Aсtiv;Aсtiv;ps_3
2052;TELE2;TELE2;ps_4
2053;Алтел;Алтел;ps_5
2054;АО "Казахтелеком";АО "Казахтелеком";ps_6
2055;ТОО «2DAY Телеком» (Доступ в Интернет «Интернет Дома» от Beeline);ТОО «2DAY Телеком» (Доступ в Интернет «Интернет Дома» от Beeline);ps_7
2056;ТОО «ТОПАЗ-ТЕЛЕКОМ»;ТОО «ТОПАЗ-ТЕЛЕКОМ»;ps_8
2057;Twinncom Network;Twinncom Network;ps_9
2058;ОКТЕЛ;ОКТЕЛ;ps_10
2059;СА-Телком фиксированная связь;СА-Телком фиксированная связь;ps_11
2060;Балхаш Электронный Город. Интернет;Балхаш Электронный Город. Интернет;ps_12
2061;ТОО «Metro Net»;ТОО «Metro Net»;ps_13
2062;ТОО «Promtel»;ТОО «Promtel»;ps_14
2063;ТОО «System Line»;ТОО «System Line»;ps_15
2064;ТОО BeNetCom;ТОО BeNetCom;ps_16
2065;Skype;Skype;ps_17
2066;Altel JET (Retail);Altel JET (Retail);ps_18
2067;ТОО АстанаМегаТел;ТОО АстанаМегаТел;ps_19
2068;АО «Транстелеком»;АО «Транстелеком»;ps_20
2069;АО «Транстелеком» (Direct);АО «Транстелеком» (Direct);ps_21
2070;ТОО «АлмаТВ»;ТОО «АлмаТВ»;ps_22
2071;ТОО «Телекомпания «43 канал»;ТОО «Телекомпания «43 канал»;ps_23
2072;АО "Казтелерадио полный пакет" (OTAU TV);АО "Казтелерадио полный пакет" (OTAU TV);ps_24
2073;ТОО "Кабельные сети Костаная";ТОО "Кабельные сети Костаная";ps_25
2074;ТАУ TV*;ТАУ TV*;ps_26
2075;Базис-Телеком г.Алматы;Базис-Телеком г.Алматы;ps_27
2076;Триколор ТВ;Триколор ТВ;ps_28
2077;НТВ-Плюс;НТВ-Плюс;ps_29
2078;АЛСЕКО*;АЛСЕКО*;ps_30
2079;ИВЦ*;ИВЦ*;ps_31
2080;ЭПК forfait;ЭПК forfait;ps_32
2081;Жесказган ЭнергоСбыт;Жесказган ЭнергоСбыт;ps_33
2082;АлматыЭнергосбыт (физ. лица)*;АлматыЭнергосбыт (физ. лица)*;ps_34
2083;Батыс Су Арнасы;Батыс Су Арнасы;ps_35
2084;Омега XXI Шымкент [Энергопоток, КазТрансГазАймак, прочие];Омега XXI Шымкент [Энергопоток, КазТрансГазАймак, прочие];ps_36
2178;Моя деревня, ;Моя деревня, ;ps_131
2085;[Омега XXI] Область;[Омега XXI] Область;ps_37
2086;ТОО Караганды ГорКомТранс;ТОО Караганды ГорКомТранс;ps_38
2087;Мюль Сервис;Мюль Сервис;ps_39
2088;Народный домофон;Народный домофон;ps_40
2089;Жолаушы-СК;Жолаушы-СК;ps_41
2090;Кокшеэнергосервис*;Кокшеэнергосервис*;ps_42
2091;ЦентрКоммунПлат-АРС;ЦентрКоммунПлат-АРС;ps_43
2092;Предприятие Спецавто-транспорта;Предприятие Спецавто-транспорта;ps_44
2093;ЕРЦ Капчагай;ЕРЦ Капчагай;ps_45
2094;РЦКУ Тараз [Жамбыл-жылу, КазТрансГаз Аймак, прочие];РЦКУ Тараз [Жамбыл-жылу, КазТрансГаз Аймак, прочие];ps_46
2095;ТОО «Костанайский ЭнергоЦентр»*;ТОО «Костанайский ЭнергоЦентр»*;ps_47
2096;АРЭК-Энергосбыт.Интернациональное*;АРЭК-Энергосбыт.Интернациональное*;ps_48
2097;АРЭК-Энергосбыт.Кощи*;АРЭК-Энергосбыт.Кощи*;ps_49
2098;Астана Газ Сервис*;Астана Газ Сервис*;ps_50
2099;БалхашЭнерго.Электроэнергия*;БалхашЭнерго.Электроэнергия*;ps_51
2100;Бурабай Су Арнасы*;Бурабай Су Арнасы*;ps_52
2101;ТОО Горэлектросети*;ТОО Горэлектросети*;ps_53
2102;Павлодарлифт*;Павлодарлифт*;ps_54
2103;АО Кызылжар су;АО Кызылжар су;ps_55
2104;Ремстройсервис*;Ремстройсервис*;ps_56
2105;Риддер-ТЭЦ*;Риддер-ТЭЦ*;ps_57
2106;РСЦ*;РСЦ*;ps_58
2107;СевКазЭнерго* (Аккайынский РЭС);СевКазЭнерго* (Аккайынский РЭС);ps_59
2108;СевКазЭнерго* (Благовещенский УСЭЭ) ;СевКазЭнерго* (Благовещенский УСЭЭ) ;ps_60
2109;СевКазЭнерго* (Возвышенский РПБ) ;СевКазЭнерго* (Возвышенский РПБ) ;ps_61
2110;СевКазЭнерго* (Есильский УСЭЭ) ;СевКазЭнерго* (Есильский УСЭЭ) ;ps_62
2111;СевКазЭнерго* (Жамбыльский РЭС) ;СевКазЭнерго* (Жамбыльский РЭС) ;ps_63
2112;СевКазЭнерго* (Корнеевский РПБ) ;СевКазЭнерго* (Корнеевский РПБ) ;ps_64
2113;СевКазЭнерго* (Кызылжарский РЭС) ;СевКазЭнерго* (Кызылжарский РЭС) ;ps_65
2114;СевКазЭнерго*  (М.Жумабаева РЭС) ;СевКазЭнерго*  (М.Жумабаева РЭС) ;ps_66
2115;СевКазЭнерго* (Мамлютский РЭС);СевКазЭнерго* (Мамлютский РЭС);ps_67
2116;СевКазЭнерго* (Петропавловск) ;СевКазЭнерго* (Петропавловск) ;ps_68
2117;СевКазЭнерго* (Соколовский УСЭЭ) ;СевКазЭнерго* (Соколовский УСЭЭ) ;ps_69
2118;СевКазЭнерго* (Тимирязевский РЭС);СевКазЭнерго* (Тимирязевский РЭС);ps_70
2119;МодусKZ Караганды*;МодусKZ Караганды*;ps_71
2120;МодусKZ Кокшетау*;МодусKZ Кокшетау*;ps_72
2121;Термотранзит*;Термотранзит*;ps_73
2122; ТОО «ГрКомТранс по г.Караганда» ; ТОО «ГрКомТранс по г.Караганда» ;ps_74
2123;ГКП «Оскемен Водоканал»;ГКП «Оскемен Водоканал»;ps_75
2124;ПКСК "Данко";ПКСК "Данко";ps_76
2125;Атырауская теплоэлектроцентраль ;Атырауская теплоэлектроцентраль ;ps_77
2126;ТОО "Астана-Тазарту";ТОО "Астана-Тазарту";ps_78
2127;Метаком-Семей;Метаком-Семей;ps_79
2179;My lands, ;My lands, ;ps_132
2180;Варвары, ;Варвары, ;ps_133
2181;JagPlay, ;JagPlay, ;ps_134
2182;Mgates, ;Mgates, ;ps_135
2128;РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];ps_80
3177;Конвертация;Конвертация;navigation_conversion
2130;РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];ps_82
2131;РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];ps_83
2132;РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];ps_84
2133;Астана ЕРЦ;Астана ЕРЦ;ps_85
2134; УК тепловые сети; УК тепловые сети;ps_86
2135;ТОО "Карагандыжылусбыт";ТОО "Карагандыжылусбыт";ps_87
2136;Тауекел-Т;Тауекел-Т;ps_88
2137;Тауекель-Н-Алгабас;Тауекель-Н-Алгабас;ps_89
2138;Жетісу газ кубыры;Жетісу газ кубыры;ps_90
2139;Кызылордатеплоэлектроцентр;Кызылордатеплоэлектроцентр;ps_91
2140;ЕПД АРЦ Алматы газ;ЕПД АРЦ Алматы газ;ps_92
2141; ТОО Рудненский Водоканал; ТОО Рудненский Водоканал;ps_93
2142;ТОО «Шыгысэнерготрэйд»;ТОО «Шыгысэнерготрэйд»;ps_94
2143;РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];ps_95
2144;  Согринская ТЭЦ АЭС;  Согринская ТЭЦ АЭС;ps_96
2145;  ПавлодарЭнергоСбыт ЕРЦ;  ПавлодарЭнергоСбыт ЕРЦ;ps_97
2146;ТОО "Шахтинсктеплоэнерго";ТОО "Шахтинсктеплоэнерго";ps_98
2147;ТОО "Павлодар-водоканал";ТОО "Павлодар-водоканал";ps_99
2148;Батыс Энерго Ресурсы;Батыс Энерго Ресурсы;ps_100
2149;РЦКУ Шымкент;РЦКУ Шымкент;ps_101
2150;ОҢАЙ – Транспортная карта г.Алматы;ОҢАЙ – Транспортная карта г.Алматы;ps_102
2151;ТОО «САПАР» (www.avokzal.kz);ТОО «САПАР» (www.avokzal.kz);ps_103
2152;E-gov (Электронное правительство)*;E-gov (Электронное правительство)*;ps_104
2153;Оплата штрафов ПДД (г.Алматы)*;Оплата штрафов ПДД (г.Алматы)*;ps_105
2154;Оплата штрафов ПДД (РК)*;Оплата штрафов ПДД (РК)*;ps_106
2155;Mamba.ru;Mamba.ru;ps_107
2156;Lava-Online, ;Lava-Online, ;ps_108
2157; Дозоры,; Дозоры,;ps_109
2158;[AtomFishing] Сервер Экстрим, ;[AtomFishing] Сервер Экстрим, ;ps_110
2159;[AtomFishing] Сервер Возвращение, ;[AtomFishing] Сервер Возвращение, ;ps_111
2160;Xcraft.ru,;Xcraft.ru,;ps_112
2161;GameXP,;GameXP,;ps_113
2162;The War Z, ;The War Z, ;ps_114
2163;Battle of Immortals, ;Battle of Immortals, ;ps_115
2164;Территория 2, ;Территория 2, ;ps_116
2165; Последний предел,; Последний предел,;ps_117
2166; Tanki online, ; Tanki online, ;ps_119
2167; Bloody World, ; Bloody World, ;ps_120
2168;Gamenet, ;Gamenet, ;ps_121
2169;One World, ;One World, ;ps_122
2170;Садовая империя, ;Садовая империя, ;ps_123
2171;Лордмансер, ;Лордмансер, ;ps_124
2172; Zzima.com,; Zzima.com,;ps_125
2173;Поднебесье, ;Поднебесье, ;ps_126
2174; Murclub.ru, ; Murclub.ru, ;ps_127
2175;Осада Онлайн, ;Осада Онлайн, ;ps_128
2176;Silkroad Online, ;Silkroad Online, ;ps_129
2183;Войны мафии, ;Войны мафии, ;ps_136
2184;  Острова, ;  Острова, ;ps_137
2185;Peredovaya, ;Peredovaya, ;ps_138
2186;Звездные бои,;Звездные бои,;ps_139
2187;Гарена, ;Гарена, ;ps_140
2188;Королевство;Королевство;ps_141
2189;Ганджубасовые войны;Ганджубасовые войны;ps_142
2190;Carnage;Carnage;ps_143
2191;11х11 футбольный Менеджер;11х11 футбольный Менеджер;ps_144
2192;Sky2Fly;Sky2Fly;ps_145
2193;Герои войны и денег;Герои войны и денег;ps_146
2194;U.N.I.T.;U.N.I.T.;ps_147
2195;NeverLands;NeverLands;ps_148
2196;Гладиаторы;Гладиаторы;ps_149
2197;BananaWars;BananaWars;ps_150
2198;Overkings;Overkings;ps_151
2199;Haddan;Haddan;ps_152
2200;Грани реальности;Грани реальности;ps_153
2201;Xsolla ;Xsolla ;ps_154
2202;VK реклама;VK реклама;ps_155
2203;Steam (M);Steam (M);ps_156
2204;World of Tanks (M);World of Tanks (M);ps_157
2205;ТОО «Букмекерская контора «OLIMP KZ»;ТОО «Букмекерская контора «OLIMP KZ»;ps_158
2206;Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);ps_159
2207;ТОО Букмекерская контора Гол+Пас;ТОО Букмекерская контора Гол+Пас;ps_160
2208;Альпари;Альпари;ps_161
2209;e-KZT;e-KZT;ps_162
2210;ТОО «Редпрайс» (www.chocolifeme.kz);ТОО «Редпрайс» (www.chocolifeme.kz);ps_163
2211;ТОО "БиСмарт" (besmart.kz);ТОО "БиСмарт" (besmart.kz);ps_164
2212;ТОО Мир купонов;ТОО Мир купонов;ps_165
2213;Flora Express;Flora Express;ps_166
2214;LR Health and Beauty Systems;LR Health and Beauty Systems;ps_167
2215;ShopInfo.kz;ShopInfo.kz;ps_168
2216;ТОО «INFOSMS.KZ»;ТОО «INFOSMS.KZ»;ps_169
2217;ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ps_170
2218;Газета Автомания;Газета Автомания;ps_171
2219;Газета Из рук в руки;Газета Из рук в руки;ps_172
2220;Газета Работа Сегодня;Газета Работа Сегодня;ps_173
2221;ТОО «ЭВБИКА»;ТОО «ЭВБИКА»;ps_174
2222;ТОО «Прометей-Б»;ТОО «Прометей-Б»;ps_175
2223;ТОО «Жедел-Сақшы»;ТОО «Жедел-Сақшы»;ps_176
2224;Жедел Кузет ;Жедел Кузет ;ps_177
2225;ТОО Кузет-Моторс;ТОО Кузет-Моторс;ps_178
2226;ТОО Кузет-Техмонтаж;ТОО Кузет-Техмонтаж;ps_179
2227;OLX.kz;OLX.kz;ps_180
2228;ТОО "Орифлэйм";ТОО "Орифлэйм";ps_181
2229;AVON;AVON;ps_182
2230;ТОО "Фаберлик - Казахстан";ТОО "Фаберлик - Казахстан";ps_183
2231;Mary Kay Kazakhstan;Mary Kay Kazakhstan;ps_184
2232;ИС Параграф;ИС Параграф;ps_185
2233;Beeline (Кар-Тел);Beeline (Кар-Тел);ps_full_1
2234;Kcell;Kcell;ps_full_2
2235;Aсtiv;Aсtiv;ps_full_3
2236;TELE2;TELE2;ps_full_4
2237;Алтел;Алтел;ps_full_5
2238;АО "Казахтелеком";АО "Казахтелеком";ps_full_6
2239;ТОО «2DAY Телеком» (Доступ в Интернет «Интернет Дома» от Beeline);ТОО «2DAY Телеком» (Доступ в Интернет «Интернет Дома» от Beeline);ps_full_7
2240;ТОО «ТОПАЗ-ТЕЛЕКОМ»;ТОО «ТОПАЗ-ТЕЛЕКОМ»;ps_full_8
2241;Twinncom Network;Twinncom Network;ps_full_9
2242;ОКТЕЛ;ОКТЕЛ;ps_full_10
2243;СА-Телком фиксированная связь;СА-Телком фиксированная связь;ps_full_11
2332;РЦКУ Шымкент;РЦКУ Шымкент;ps_full_101
3781;Конвертация;Конвертация;actions_conversion
2244;Балхаш Электронный Город. Интернет;Балхаш Электронный Город. Интернет;ps_full_12
2245;ТОО «Metro Net»;ТОО «Metro Net»;ps_full_13
2246;ТОО «Promtel»;ТОО «Promtel»;ps_full_14
2247;ТОО «System Line»;ТОО «System Line»;ps_full_15
2248;ТОО BeNetCom;ТОО BeNetCom;ps_full_16
2249;Skype;Skype;ps_full_17
2250;Altel JET (Retail);Altel JET (Retail);ps_full_18
2251;ТОО АстанаМегаТел;ТОО АстанаМегаТел;ps_full_19
2252;АО «Транстелеком»;АО «Транстелеком»;ps_full_20
2253;АО «Транстелеком» (Direct);АО «Транстелеком» (Direct);ps_full_21
2254;ТОО «АлмаТВ»;ТОО «АлмаТВ»;ps_full_22
2255;ТОО «Телекомпания «43 канал»;ТОО «Телекомпания «43 канал»;ps_full_23
2256;АО "Казтелерадио полный пакет" (OTAU TV);АО "Казтелерадио полный пакет" (OTAU TV);ps_full_24
2257;ТОО "Кабельные сети Костаная";ТОО "Кабельные сети Костаная";ps_full_25
2258;ТАУ TV*;ТАУ TV*;ps_full_26
2259;Базис-Телеком г.Алматы;Базис-Телеком г.Алматы;ps_full_27
2260;Триколор ТВ;Триколор ТВ;ps_full_28
2261;НТВ-Плюс;НТВ-Плюс;ps_full_29
2262;АЛСЕКО*;АЛСЕКО*;ps_full_30
2263;ИВЦ*;ИВЦ*;ps_full_31
2264;ЭПК forfait;ЭПК forfait;ps_full_32
2265;Жесказган ЭнергоСбыт;Жесказган ЭнергоСбыт;ps_full_33
2266;АлматыЭнергосбыт (физ. лица)*;АлматыЭнергосбыт (физ. лица)*;ps_full_34
2267;Батыс Су Арнасы;Батыс Су Арнасы;ps_full_35
2268;Омега XXI Шымкент [Энергопоток, КазТрансГазАймак, прочие];Омега XXI Шымкент [Энергопоток, КазТрансГазАймак, прочие];ps_full_36
2269;[Омега XXI] Область;[Омега XXI] Область;ps_full_37
2270;ТОО Караганды ГорКомТранс;ТОО Караганды ГорКомТранс;ps_full_38
2271;Мюль Сервис;Мюль Сервис;ps_full_39
2272;Народный домофон;Народный домофон;ps_full_40
2273;Жолаушы-СК;Жолаушы-СК;ps_full_41
2274;Кокшеэнергосервис*;Кокшеэнергосервис*;ps_full_42
2275;ЦентрКоммунПлат-АРС;ЦентрКоммунПлат-АРС;ps_full_43
2276;Предприятие Спецавто-транспорта;Предприятие Спецавто-транспорта;ps_full_44
2277;ЕРЦ Капчагай;ЕРЦ Капчагай;ps_full_45
2278;РЦКУ Тараз [Жамбыл-жылу, КазТрансГаз Аймак, прочие];РЦКУ Тараз [Жамбыл-жылу, КазТрансГаз Аймак, прочие];ps_full_46
2279;ТОО «Костанайский ЭнергоЦентр»*;ТОО «Костанайский ЭнергоЦентр»*;ps_full_47
2280;АРЭК-Энергосбыт.Интернациональное*;АРЭК-Энергосбыт.Интернациональное*;ps_full_48
2281;АРЭК-Энергосбыт.Кощи*;АРЭК-Энергосбыт.Кощи*;ps_full_49
2282;Астана Газ Сервис*;Астана Газ Сервис*;ps_full_50
2283;БалхашЭнерго.Электроэнергия*;БалхашЭнерго.Электроэнергия*;ps_full_51
2284;Бурабай Су Арнасы*;Бурабай Су Арнасы*;ps_full_52
2285;ТОО Горэлектросети*;ТОО Горэлектросети*;ps_full_53
2286;Павлодарлифт*;Павлодарлифт*;ps_full_54
2287;АО Кызылжар су;АО Кызылжар су;ps_full_55
2288;Ремстройсервис*;Ремстройсервис*;ps_full_56
2289;Риддер-ТЭЦ*;Риддер-ТЭЦ*;ps_full_57
2290;РСЦ*;РСЦ*;ps_full_58
2291;СевКазЭнерго* (Аккайынский РЭС);СевКазЭнерго* (Аккайынский РЭС);ps_full_59
2292;СевКазЭнерго* (Благовещенский УСЭЭ) ;СевКазЭнерго* (Благовещенский УСЭЭ) ;ps_full_60
2396;Flora Express;Flora Express;ps_full_166
2293;СевКазЭнерго* (Возвышенский РПБ) ;СевКазЭнерго* (Возвышенский РПБ) ;ps_full_61
2294;СевКазЭнерго* (Есильский УСЭЭ) ;СевКазЭнерго* (Есильский УСЭЭ) ;ps_full_62
2295;СевКазЭнерго* (Жамбыльский РЭС) ;СевКазЭнерго* (Жамбыльский РЭС) ;ps_full_63
2296;СевКазЭнерго* (Корнеевский РПБ) ;СевКазЭнерго* (Корнеевский РПБ) ;ps_full_64
2297;СевКазЭнерго* (Кызылжарский РЭС) ;СевКазЭнерго* (Кызылжарский РЭС) ;ps_full_65
2298;СевКазЭнерго*  (М.Жумабаева РЭС) ;СевКазЭнерго*  (М.Жумабаева РЭС) ;ps_full_66
2299;СевКазЭнерго* (Мамлютский РЭС);СевКазЭнерго* (Мамлютский РЭС);ps_full_67
2300;СевКазЭнерго* (Петропавловск) ;СевКазЭнерго* (Петропавловск) ;ps_full_68
2301;СевКазЭнерго* (Соколовский УСЭЭ) ;СевКазЭнерго* (Соколовский УСЭЭ) ;ps_full_69
2302;СевКазЭнерго* (Тимирязевский РЭС);СевКазЭнерго* (Тимирязевский РЭС);ps_full_70
2303;МодусKZ Караганды*;МодусKZ Караганды*;ps_full_71
2304;МодусKZ Кокшетау*;МодусKZ Кокшетау*;ps_full_72
2305;Термотранзит*;Термотранзит*;ps_full_73
2306; ТОО «ГрКомТранс по г.Караганда» ; ТОО «ГрКомТранс по г.Караганда» ;ps_full_74
2307;ГКП «Оскемен Водоканал»;ГКП «Оскемен Водоканал»;ps_full_75
2308;ПКСК "Данко";ПКСК "Данко";ps_full_76
2309;Атырауская теплоэлектроцентраль ;Атырауская теплоэлектроцентраль ;ps_full_77
2310;ТОО "Астана-Тазарту";ТОО "Астана-Тазарту";ps_full_78
2311;Метаком-Семей;Метаком-Семей;ps_full_79
2312;РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];ps_full_80
2313;РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];ps_full_82
2314;РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];ps_full_83
2315;РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];ps_full_84
2316;Астана ЕРЦ;Астана ЕРЦ;ps_full_85
2317; УК тепловые сети; УК тепловые сети;ps_full_86
2318;ТОО "Карагандыжылусбыт";ТОО "Карагандыжылусбыт";ps_full_87
2319;Тауекел-Т;Тауекел-Т;ps_full_88
2320;Тауекель-Н-Алгабас;Тауекель-Н-Алгабас;ps_full_89
2321;Жетісу газ кубыры;Жетісу газ кубыры;ps_full_90
2322;Кызылордатеплоэлектроцентр;Кызылордатеплоэлектроцентр;ps_full_91
2323;ЕПД АРЦ Алматы газ;ЕПД АРЦ Алматы газ;ps_full_92
2324; ТОО Рудненский Водоканал; ТОО Рудненский Водоканал;ps_full_93
2325;ТОО «Шыгысэнерготрэйд»;ТОО «Шыгысэнерготрэйд»;ps_full_94
