id_1;category;code;name_id_ru;name_id_en;name_id_kk
keyColumns= category, code; actionType=modify; translation=name_id

1380;CurrencyOperationType;51255;Расчеты нерезидента в пользу резидента за приобретаемые векселя и иные неэмиссионные ценные бумаги, выданные нерезидентами
1381;CurrencyOperationType;51800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по операциям с ценными бумагами (правами, удостоверенными ценными бумагами), а также денежных средств по таким неисполненным обязательствам
1382;CurrencyOperationType;52210;Расчеты резидента в пользу нерезидента за приобретаемые облигации, акции и иные эмиссионные ценные бумаги резидентов
1383;CurrencyOperationType;52215;Расчеты резидента в пользу нерезидента за приобретаемые облигации, акции и иные эмиссионные ценные бумаги нерезидентов
1384;CurrencyOperationType;52230;Расчеты резидента в пользу нерезидента за приобретаемые паи инвестиционных фондов, учредителем которых является нерезидент
1385;CurrencyOperationType;52235;Расчеты резидента в пользу нерезидента за приобретаемые паи инвестиционных фондов, учредителем которых является резидент
1386;CurrencyOperationType;52250;Расчеты резидента в пользу нерезидента за приобретаемые векселя и иные неэмиссионные ценные бумаги, выданные резидентами
1387;CurrencyOperationType;52255;Расчеты резидента в пользу нерезидента за приобретаемые векселя и иные неэмиссионные ценные бумаги, выданные нерезидентами
1388;CurrencyOperationType;52900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по операциям с ценными бумагами (правами, удостоверенными ценными бумагами), а также денежных средств по таким неисполненным обязательствам
1389;CurrencyOperationType;55210;Расчеты резидента в пользу нерезидента при исполнении резидентом обязательств по облигациям, акциям и иным эмиссионным ценным бумагам
1391;CurrencyOperationType;55330;Расчеты нерезидента в пользу резидента при выплате доходов по паям инвестиционных фондов
1392;CurrencyOperationType;55350;Расчеты нерезидента в пользу резидента при исполнении нерезидентом обязательств по векселям и иным неэмиссионным ценным бумагам
1393;CurrencyOperationType;55800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при исполнении обязательств по операциям с ценными бумагами, а также денежных средств по неисполненным обязательствам
1394;CurrencyOperationType;55900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при исполнении обязательств по операциям с ценными бумагами, а также денежных средств по неисполненным обязательствам
1395;CurrencyOperationType;56010;Расчеты нерезидента в пользу резидента по операциям со срочными и производными финансовыми инструментами (премии, маржевые и гарантийные взносы и иные денежные средства, перечисляемые в соответствии с условиями таких контрактов), за исключением расчетов, связанных с поставкой базисного актива
1396;CurrencyOperationType;56060;Расчеты резидента в пользу нерезидента по операциям со срочными и производными финансовыми инструментами (премии, маржевые и гарантийные взносы и иные денежные средства, перечисляемые в соответствии с условиями таких контрактов), за исключением расчетов, связанных с поставкой базисного актива
1397;CurrencyOperationType;56800;Расчеты резидента, связанные с возвратом нерезиденту излишне перечисленных денежных средств, а также денежных средств по неисполненным обязательствам, указанным в настоящей группе
1398;CurrencyOperationType;56900;Расчеты нерезидента, связанные с возвратом резиденту излишне перечисленных денежных средств, а также денежных средств по неисполненным обязательствам, указанным в настоящей группе
1399;CurrencyOperationType;57010;Расчеты резидента - учредителя управления в пользу резидента - доверительного управляющего в иностранной валюте
1400;CurrencyOperationType;57015;Расчеты резидента - доверительного управляющего в пользу резидента - учредителя управления в иностранной валюте
1401;CurrencyOperationType;57020;Расчеты нерезидента - учредителя управления в пользу резидента - доверительного управляющего в иностранной валюте и валюте Российской Федерации
1402;CurrencyOperationType;57025;Расчеты резидента - доверительного управляющего в пользу нерезидента - учредителя управления в иностранной валюте и валюте Российской Федерации
1403;CurrencyOperationType;57030;Расчеты резидента - учредителя управления в пользу нерезидента - доверительного управляющего
1404;CurrencyOperationType;57035;Расчеты нерезидента - доверительного управляющего в пользу резидента - учредителя управления
1405;CurrencyOperationType;57800;Расчеты резидента, связанные с возвратом нерезиденту излишне перечисленных денежных средств по договорам доверительного управления имуществом
1406;CurrencyOperationType;57900;Расчеты нерезидента, связанные с возвратом резиденту излишне перечисленных денежных средств по договорам доверительного управления имуществом
1407;CurrencyOperationType;58010;Расчеты резидента в пользу брокера-нерезидента по договору о брокерском обслуживании, включая выплаты вознаграждения брокера-нерезидента
1408;CurrencyOperationType;58015;Расчеты брокера-нерезидента в пользу резидента по договору о брокерском обслуживании, за исключением расчетов по коду 58900
1409;CurrencyOperationType;58020;Расчеты нерезидента в пользу брокера-резидента по договору о брокерском обслуживании, включая выплаты вознаграждения брокера-резидента
1410;CurrencyOperationType;58025;Расчеты брокера-резидента в пользу нерезидента по договору о брокерском обслуживании, за исключением расчетов по коду 58800
1411;CurrencyOperationType;58030;Расчеты между резидентами в иностранной валюте по договору о брокерском обслуживании, включая выплаты вознаграждения брокера
1412;CurrencyOperationType;58800;Расчеты резидента, связанные с возвратом нерезиденту излишне перечисленных денежных средств по договору о брокерском обслуживании
1413;CurrencyOperationType;58900;Расчеты нерезидента, связанные с возвратом резиденту излишне перечисленных денежных средств по договору о брокерском обслуживании
1414;CurrencyOperationType;60070;Переводы валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации на другой банковский счет (счет по депозиту) в валюте Российской Федерации этого нерезидента, открытый в этом же уполномоченном банке, со счета по депозиту нерезидента в валюте Российской Федерации на банковский счет этого нерезидента, открытый в этом же уполномоченном банке
1415;CurrencyOperationType;60071;Переводы валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации, открытого в уполномоченном банке, на банковский счет (счет по депозиту) в валюте Российской Федерации этого нерезидента, открытый в другом уполномоченном банке, со счета по депозиту нерезидента в валюте Российской Федерации на банковский счет этого нерезидента, открытый в другом уполномоченном банке
1416;CurrencyOperationType;60075;Переводы валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации, открытого в уполномоченном банке, на банковский счет (счет по депозиту) в валюте Российской Федерации этого нерезидента, открытый в банке-нерезиденте
1417;CurrencyOperationType;60076;Переводы валюты Российской Федерации с банковского счета (счета по депозиту) нерезидента в валюте Российской Федерации, открытого в банке-нерезиденте, на банковский счет в валюте Российской Федерации этого нерезидента, открытый в уполномоченном банке
1418;CurrencyOperationType;60080;Переводы валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации на банковский счет (счет по депозиту) в валюте Российской Федерации другого нерезидента, открытый в этом же уполномоченном банке
1419;CurrencyOperationType;60081;Переводы валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации, открытого в уполномоченном банке, на банковский счет (счет по депозиту) в валюте Российской Федерации другого нерезидента, открытый в другом уполномоченном банке
1420;CurrencyOperationType;60085;Переводы валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации, открытого в уполномоченном банке, на банковский счет (счет по депозиту) в валюте Российской Федерации другого нерезидента, открытый в банке-нерезиденте
1421;CurrencyOperationType;60086;Переводы валюты Российской Федерации с банковского счета (счета по депозиту) нерезидента в валюте Российской Федерации, открытого в банке-нерезиденте, на банковский счет в валюте Российской Федерации другого нерезидента, открытый в уполномоченном банке
1422;CurrencyOperationType;60090;Снятие наличной валюты Российской Федерации со счета нерезидента в валюте Российской Федерации, открытого в уполномоченном банке
1423;CurrencyOperationType;60095;Зачисление наличной валюты Российской Федерации на счет нерезидента в валюте Российской Федерации, открытый в уполномоченном банке
1424;CurrencyOperationType;60200;Списание валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации, открытого в уполномоченном банке, с использованием банковской карты
1425;CurrencyOperationType;61070;Расчеты между резидентами в иностранной валюте по договорам транспортной экспедиции, перевозки и фрахтования (чартера) при оказании экспедитором, перевозчиком и фрахтовщиком услуг, связанных с перевозкой вывозимого из Российской Федерации или ввозимого в Российскую Федерацию груза, транзитной перевозкой груза по территории Российской Федерации, а также по договорам страхования указанных грузов
1426;CurrencyOperationType;61100;Переводы иностранной валюты с транзитного валютного счета резидента на другой транзитный валютный счет этого резидентаили расчетный счет этого резидента в иностранной валюте
1427;CurrencyOperationType;61115;Расчеты в иностранной валюте между резидентами, являющимися комиссионерами (агентами, поверенными), и резидентами, являющимися комитентами (принципалами, доверителями), при оказании комиссионерами (агентами, поверенными) услуг, связанных с заключением и исполнением договоров с нерезидентами о передаче товаров, выполнении работ, об оказании услуг, о передаче информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, включая операции по возврату комитентам (принципалам, доверителям) денежных средств, за исключением платежей по кодам 57010, 58030 и 61162
1428;CurrencyOperationType;61130;Переводы иностранной валюты с расчетного счета резидента в иностранной валюте, открытого в уполномоченном банке, на счет этого же резидента в иностранной валюте, открытый в этом же уполномоченном банке, со счета резидента в иностранной валюте, открытого в уполномоченном банке, на расчетный счет этого же резидента в иностранной валюте, открытый в этом же уполномоченном банке
1429;CurrencyOperationType;61135;Переводы иностранной валюты с расчетного счета резидента в иностранной валюте, открытого в уполномоченном банке, на счет этого резидента в иностранной валюте, открытый в другом уполномоченном банке, со счета резидента в иностранной валюте, открытого в уполномоченном банке, на расчетный счет этого резидента в иностранной валюте, открытый в другом уполномоченном банке
1430;CurrencyOperationType;61140;Переводы иностранной валюты или валюты Российской Федерации со счета резидента, открытого в банке-нерезиденте, на счет этого резидента, открытый в уполномоченном банке
1431;CurrencyOperationType;61145;Переводы иностранной валюты со счета резидента, открытого в банке-нерезиденте, на счет другого резидента, открытый в уполномоченном банке
1432;CurrencyOperationType;61150;Переводы иностранной валюты или валюты Российской Федерации с расчетного счета резидента, открытого в уполномоченном банке, на счет этого же резидента, открытый в банке-нерезиденте
1433;CurrencyOperationType;61155;Переводы иностранной валюты с расчетного счета резидента, открытого в уполномоченном банке, на счет другого резидента, открытый в банке-нерезиденте
1434;CurrencyOperationType;61160;Расчеты между резидентами в иностранной валюте, связанные с внесением и возвратом индивидуального и (или) коллективного клирингового обеспечения, в соответствии с Федеральным законом от 7 февраля 2011 года N 7-ФЗ "О клиринге и клиринговой деятельности"
1435;CurrencyOperationType;61161;Расчеты между резидентами в иностранной валюте по итогам клиринга, осуществляемого в соответствии с Федеральным  законом от 7 февраля 2011 года N 7-ФЗ "О клиринге и клиринговой деятельности"
1436;CurrencyOperationType;61162;Расчеты в иностранной валюте между резидентами, являющимися комиссионерами (агентами, поверенными), и резидентами, являющимися комитентами (принципалами, доверителями), при оказании комиссионерами (агентами, поверенными) услуг, связанных с заключением и исполнением договоров, обязательства по которым подлежат исполнению по итогам клиринга, осуществляемого в соответствии с Федеральным законом от 7 февраля 2011 года N 7-ФЗ "О клиринге и клиринговой деятельности", в том числе возвратом комитентам (принципалам, доверителям) денежных средств
1437;CurrencyOperationType;61163;Расчеты в иностранной валюте между резидентами, связанные с исполнением и (или) прекращением договора, являющегося производным финансовым инструментом
1438;CurrencyOperationType;61164;Переводы валюты Российской Федерации со счета резидента, открытого в банке-нерезиденте, на счет другого резидента, открытый в уполномоченном банке
1439;CurrencyOperationType;61165;Переводы валюты Российской Федерации со счета резидента, открытого в уполномоченном банке, на счет другого резидента, открытый в банке-нерезиденте
1440;CurrencyOperationType;61170;Снятие наличной иностранной валюты со счета резидента в иностранной валюте, открытого в уполномоченном банке
1441;CurrencyOperationType;61175;Зачисление наличной иностранной валюты на счет резидента в иностранной валюте, открытый в уполномоченном банке
1442;CurrencyOperationType;61176;Расчеты между финансовым агентом (фактором) – резидентом и резидентом в иностранной валюте и валюте Российской Федерации в рамках заключенных между этими резидентами договоров финансирования под уступку денежного требования (факторинга)
1443;CurrencyOperationType;61200;Списание с расчетного счета резидента, открытого в уполномоченном банке, с использованием банковской карты
1444;CurrencyOperationType;70010;Расчеты нерезидента в пользу резидента, связанные с уплатой налогов, пошлин и иных сборов, за исключением расчетов по коду 70120
1445;CurrencyOperationType;70020;Расчеты резидента в пользу нерезидента, связанные с уплатой налогов, пошлин и иных сборов, за исключением расчетов по коду 70125
1446;CurrencyOperationType;70030;Расчеты, связанные с выплатой нерезидентом резиденту пенсий, пособий и других социальных выплат, за исключением расчетов по коду 70120
1447;CurrencyOperationType;70040;Расчеты, связанные с выплатой резидентом нерезиденту пенсий, пособий и других социальных выплат, за исключением расчетов по коду 70125
1448;CurrencyOperationType;70050;Расчеты, связанные с выплатой нерезидентом резиденту заработной платы и других видов оплаты труда, за исключением расчетов по коду 70120
1449;CurrencyOperationType;70060;Расчеты, связанные с выплатой резидентом нерезиденту заработной платы и других видов оплаты труда, за исключением расчетов по коду 70125
1450;CurrencyOperationType;70090;Расчеты, связанные с оказанием нерезидентом резиденту безвозмездной финансовой помощи, за исключением расчетов по коду 70100
1451;CurrencyOperationType;70095;Расчеты, связанные с оказанием резидентом нерезиденту безвозмездной финансовой помощи, за исключением расчетов по коду 70105
1452;CurrencyOperationType;70100;Расчеты, связанные с оказанием нерезидентом резиденту благотворительной помощи, сбором пожертвований, выплатой (получением) грантов и иных платежей на безвозмездной основе
1453;CurrencyOperationType;70105;Расчеты, связанные с оказанием резидентом нерезиденту благотворительной помощи, сбором пожертвований, выплатой (получением) грантов и иных платежей на безвозмездной основе
1454;CurrencyOperationType;70110;Расчеты нерезидента в пользу резидента, связанные с выплатой страхового возмещения по договору страхования или перестрахования
1455;CurrencyOperationType;70115;Расчеты резидента в пользу нерезидента, связанные с выплатой страхового возмещения по договору страхования или перестрахования
1456;CurrencyOperationType;70120;Расчеты нерезидента в пользу резидента, связанные с исполнением решений судебных органов
1457;CurrencyOperationType;70125;Расчеты резидента в пользу нерезидента, связанные с исполнением решений судебных органов
1458;CurrencyOperationType;70200;Прочие расчеты нерезидента в пользу резидента по неторговым операциям, за исключением расчетов по кодам 70010, 70030, 70050, 70090, 70100, 70110, 70120
1459;CurrencyOperationType;70205;Прочие расчеты резидента в пользу нерезидента по неторговым операциям, за исключением расчетов по кодам 70020, 70040, 70060, 70095, 70105, 70115, 70125
1460;CurrencyOperationType;70800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по неторговым операциям
1461;CurrencyOperationType;70900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по неторговым операциям
1462;CurrencyOperationType;80010;Расчеты между нерезидентом и уполномоченным банком в валюте Российской Федерации по кредитному договору
1463;CurrencyOperationType;80020;Списание валюты Российской Федерации с банковского счета нерезидента в валюте Российской Федерации в связи с открытием аккредитива
1464;CurrencyOperationType;80021;Зачисление валюты Российской Федерации на банковский счет нерезидента в валюте Российской Федерации в связи с закрытием аккредитива
1465;CurrencyOperationType;80050;Расчеты между нерезидентом и уполномоченным банком в валюте Российской Федерации по иным операциям, за исключением расчетов, указанных в группах 02, 57 и 58 настоящего Перечня, и расчетов по кодам 80010, 80020, 80021
1466;CurrencyOperationType;80110;Расчеты между резидентом и уполномоченным банком в иностранной валюте по кредитному договору
1467;CurrencyOperationType;80120;Списание иностранной валюты, валюты Российской Федерации с расчетного счета резидента в уполномоченном банке в связи с открытием аккредитива в пользу нерезидента
1468;CurrencyOperationType;80121;Зачисление иностранной валюты, валюты Российской Федерации на расчетный счет резидента в уполномоченном банке в связи с закрытием аккредитива в пользу нерезидента
1469;CurrencyOperationType;80150;Расчеты между резидентом и уполномоченным банком в иностранной валюте по иным операциям, за исключением расчетов, указанных в группах 01, 57 и 58 настоящего Перечня, и расчетов по кодам 80110, 80120, 80121
1470;CurrencyOperationType;99010;Возврат резиденту ошибочно списанных (зачисленных) денежных средств
1471;CurrencyOperationType;99020;Возврат нерезиденту ошибочно списанных (зачисленных) денежных средств
1472;CurrencyOperationType;99090;Расчеты по операциям, не указанным в группах 01 - 80 настоящего Перечня, а также за исключением платежей по кодам 99010, 99020
7297;DocumentType;StandingOrder;Длительные поручения
7298;DocumentType;Invoice;Выставленные мне счета
9137;CardType;3;расчётные
10811;CreditStatus;3;На просрочке
13001;DomesticTransferType;PaymentOrder;Платёжное поручение
13011;DomesticTransferType;Payroll;Зарплатное отчисление
13021;DomesticTransferType;PensionContribution;Пенсионное отчисление
13031;DomesticTransferType;SocialContribution;Социальное отчисление
13041;EmployeeTransferCategory;C;Обязательный пенсионный взнос
13051;EmployeeTransferCategory;V;Добровольный пенсионный взнос
13061;EmployeeTransferCategory;D;Пенсионный перевод
11153;ManagerAction;activateCustomerUser;Активация пользователя
15001;CurrencyOperationType;55230;Расчеты резидента в пользу нерезидента при выплате доходов по паям инвестиционных фондов
15012;CurrencyOperationType;55250;Расчеты резидента в пользу нерезидента при исполнении резидентом обязательств по векселям и иным неэмиссионным ценным бумагам
15023;CurrencyOperationType;55310;Расчеты нерезидента в пользу резидента при исполнении нерезидентом обязательств по облигациям и иным эмиссионным ценным бумагам
147000;CustomerAction;toDraftDocument;Отправка на редактирование
148000;CustomerAction;toSignDocument;Отправка на подпись
149000;CustomerAction;sentToRBS;Отправлен в ДБО
150000;CustomerAction;withdrawDocument;Отозван
150001;ManagerAction;createCustomer;Создавние клиента
150002;ManagerAction;editCustomer;Редактирование клиента
150003;ManagerAction;unblockManager;Активация менеджера
9138;FilterDocumentType;AccountTransfer;Перевод между своими счетами
9139;FilterDocumentType;PaymentOrder;Платеж в национальной валюте
9140;FilterDocumentType;InternationalTransfer;Международный платеж
9141;FilterDocumentType;DocumentWithdraw;Отзыв документа
9143;FilterDocumentType;SocialContribution;Социальное отчисление
9144;FilterDocumentType;PensionContribution;Пенсионное отчисление
9145;FilterDocumentType;Payroll;Зарплатное отчисление
9145;AccountTransferType;CurrencyBuy;Перевод с нацвалюты в иностранную валюту;13009
9145;AccountTransferType;CurrencySell;Перевод с иностранной валюты в нацвалюту;13019
9145;AccountTransferType;CurrConversion;Перевод с иностранной валюты в иностранную валюту;13029
9145;AccountTransferType;CurrTransfer;Моновалютный перевод;13039
